id_estudiante;plan;anio_ingreso;fecha_ingreso;fecha_ultimo_examen;anio_ultima_reinscripcion;promedio_sin_aplazos;promedio_con_aplazos;actividades_aprobadas;total_actividades;regular;calidad;segundo_anio
CB-016119-1;2007;2020;01/04/2020;18/08/2021;2021.0;5.5;6.67;3;40;S;A;N
CB-015924-3;2007;2020;01/04/2020;23/08/2021;2021.0;6.15;7.1;11;40;S;A;S
CB-016035-7;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-016000-4;2007;2020;01/04/2020;23/08/2021;2021.0;7.25;7.25;6;40;S;A;S
CB-016407-7;2007;2020;01/04/2020;;;7.5;7.5;2;40;S;P;N
CB-015859-0;2007;2020;01/04/2020;;2021.0;6.5;6.5;4;40;S;A;N
CB-016506-5;2007;2020;01/04/2020;;;9.0;9.0;1;40;N;P;N
CB-016056-0;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-016427-1;2007;2020;01/04/2020;;2021.0;6.75;6.75;12;40;S;A;S
CB-016455-7;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-016410-7;2007;2020;01/04/2020;;2021.0;6.5;6.5;2;40;S;A;N
CB-016516-2;2007;2020;01/04/2020;;;8.5;8.5;2;40;S;P;N
CB-009718-3;2007;2020;01/04/2020;18/08/2021;2021.0;7.14;7.14;8;40;S;A;S
CB-015848-4;2007;2020;01/04/2020;17/08/2021;2021.0;7.71;7.71;9;40;S;A;S
CB-015911-1;2007;2020;01/04/2020;27/02/2021;2021.0;6.0;7.33;3;40;S;A;N
CB-016450-6;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-016465-4;2007;2020;01/04/2020;;2021.0;6.0;6.0;4;40;S;A;N
CB-015944-8;2007;2020;01/04/2020;23/08/2021;2021.0;6.85;6.85;20;40;S;A;S
CB-015892-1;2007;2020;01/04/2020;20/08/2021;2021.0;7.75;7.75;4;40;S;A;N
CB-017506-1;2007;2020;01/04/2020;;2021.0;9.0;9.0;2;40;S;A;N
CB-017507-9;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;40;S;A;N
CB-016052-7;2007;2020;01/04/2020;24/08/2020;2021.0;6.67;6.67;3;40;S;A;N
CB-013226-4;2007;2020;01/04/2020;;;6.0;6.0;11;40;S;P;S
CB-015974-0;2007;2020;01/04/2020;20/08/2021;2021.0;5.29;7.5;4;40;S;A;N
CB-016514-6;2007;2020;01/04/2020;04/08/2021;2021.0;3.71;6.0;3;40;S;A;N
CB-016133-7;2007;2020;01/04/2020;;2021.0;6.33;6.33;3;40;S;A;N
CB-015893-0;2007;2020;01/04/2020;;2021.0;9.6;9.6;5;40;S;A;S
CB-011963-2;2007;2020;01/04/2020;18/08/2021;2021.0;7.67;7.67;4;40;S;A;N
CB-016748-3;2007;2020;01/04/2020;;;6.0;6.0;1;40;N;P;N
CB-016754-8;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-007656-9;2007;2020;01/04/2020;07/08/2021;2021.0;7.0;7.0;26;40;S;A;S
CB-016402-6;2007;2020;01/04/2020;;;6.0;6.0;2;40;S;P;N
CB-015922-7;2007;2020;01/04/2020;23/08/2021;2021.0;5.0;7.8;5;40;S;A;S
CB-016060-8;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-013388-1;2007;2020;01/04/2020;23/08/2021;2021.0;6.58;7.0;14;40;S;A;S
CB-016807-2;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-017509-5;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;40;S;A;N
CB-015970-7;2007;2020;01/04/2020;;2021.0;8.0;8.0;4;40;S;A;N
CB-016032-2;2007;2020;01/04/2020;23/08/2021;2021.0;5.5;8.0;6;40;S;A;S
CB-015993-6;2007;2020;01/04/2020;18/08/2021;2021.0;6.5;6.89;11;40;S;A;S
CB-016074-8;2007;2020;01/04/2020;;2021.0;7.5;7.5;4;40;S;A;N
CB-016085-3;2007;2020;01/04/2020;;2021.0;8.5;8.5;2;40;S;A;N
CB-016438-7;2007;2020;01/04/2020;;2021.0;7.17;7.17;6;40;S;A;S
CB-015836-1;2007;2020;01/04/2020;18/08/2021;2021.0;7.57;7.57;9;40;S;A;S
CB-015903-1;2007;2020;01/04/2020;19/08/2021;2021.0;6.13;7.5;8;40;S;A;S
CB-015920-1;2007;2020;01/04/2020;;2021.0;7.67;7.67;3;40;S;A;N
CB-016021-7;2007;2020;01/04/2020;18/08/2021;2021.0;7.57;7.57;9;40;S;A;S
CB-017511-7;2007;2020;01/04/2020;23/08/2021;2021.0;6.67;6.67;11;40;S;A;S
CB-016492-1;2007;2020;01/04/2020;;2021.0;7.0;7.0;4;40;S;A;N
CB-016521-9;2007;2020;01/04/2020;;;7.5;7.5;2;40;S;P;N
CB-015808-5;2007;2020;01/04/2020;;;0.0;0.0;0;40;N;P;N
CB-015962-6;2007;2020;01/04/2020;;;7.5;7.5;2;40;S;P;N
CB-016777-7;2007;2020;01/04/2020;;;8.4;8.4;5;40;S;P;S
CA-015876-9;2007;2020;01/04/2020;;;6.5;6.5;2;42;S;P;N
CA-016187-5;2007;2020;01/04/2020;14/12/2020;2021.0;6.5;6.5;2;42;S;A;N
CA-016558-7;2007;2020;01/04/2020;;2021.0;8.17;8.17;6;42;S;A;S
CA-016079-8;2007;2020;01/04/2020;;;6.0;6.0;2;42;S;P;N
CA-016164-6;2007;2020;01/04/2020;23/08/2021;2021.0;5.5;7.44;11;42;S;A;S
CA-016551-0;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016538-2;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;42;S;A;N
CA-016224-3;2007;2020;01/04/2020;;2021.0;7.0;7.0;3;42;S;A;N
CA-016150-6;2007;2020;01/04/2020;;;6.0;6.0;1;42;N;P;N
CA-007425-5;2007;2020;01/04/2020;;;7.0;7.0;16;42;S;P;S
CA-016566-8;2007;2020;01/04/2020;14/12/2020;2021.0;6.33;8.5;2;42;S;A;N
CA-016226-0;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016529-3;2007;2020;01/04/2020;20/08/2021;2021.0;4.5;7.0;5;42;S;A;S
CA-016549-8;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;42;S;A;N
CA-016159-0;2007;2020;01/04/2020;;;7.0;7.0;1;42;N;P;N
CA-016156-5;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016535-8;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016236-7;2007;2020;01/04/2020;;;8.5;8.5;4;42;S;P;N
CA-016175-1;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-007459-0;2007;2020;01/04/2020;;2021.0;7.0;7.0;15;42;S;A;S
CA-013037-6;2007;2020;01/04/2020;;2021.0;7.5;7.5;6;42;S;A;S
CA-016201-4;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016173-5;2007;2020;01/04/2020;;2021.0;6.8;6.8;5;42;S;A;S
CA-016791-1;2007;2020;01/04/2020;;2021.0;6.0;6.0;1;42;N;A;N
CA-016522-6;2007;2020;01/04/2020;16/03/2021;2021.0;7.67;7.67;3;42;S;A;N
CA-016540-4;2007;2020;01/04/2020;;;9.0;9.0;1;42;N;P;N
CA-016574-9;2007;2020;01/04/2020;;;8.5;8.5;2;42;S;P;N
CA-016391-6;2007;2020;01/04/2020;;2021.0;7.6;7.6;10;42;S;A;S
CA-010330-1;2007;2020;01/04/2020;;2021.0;7.2;7.2;5;42;S;A;S
CA-016155-7;2007;2020;01/04/2020;;2021.0;6.33;6.33;3;42;S;A;N
CA-016795-4;2007;2020;01/04/2020;;2021.0;8.0;8.0;1;42;N;A;N
CA-016213-8;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;42;S;A;N
CA-016210-3;2007;2020;01/04/2020;15/12/2020;2021.0;7.17;7.17;6;42;S;A;S
CA-016162-0;2007;2020;01/04/2020;;2021.0;6.0;6.0;1;42;N;A;N
CA-016577-3;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016545-5;2007;2020;01/04/2020;;2021.0;7.0;7.0;4;42;S;A;N
CA-003269-2;2007;2020;01/04/2020;;2021.0;6.58;6.58;18;42;S;A;S
CA-016220-1;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016160-3;2007;2020;01/04/2020;23/08/2021;2021.0;6.0;6.0;6;42;S;A;S
CA-016225-1;2007;2020;01/04/2020;;;9.0;9.0;1;42;N;P;N
CA-010656-4;2007;2020;01/04/2020;;2021.0;8.0;8.0;3;42;S;A;N
CA-016537-4;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-016546-3;2007;2020;01/04/2020;;2021.0;8.0;8.0;2;42;S;A;N
CA-015902-1;2007;2020;01/04/2020;;;6.0;6.0;1;42;N;P;N
CA-016553-6;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;42;S;A;N
CA-015912-9;2007;2020;01/04/2020;;;6.0;6.0;1;42;N;P;N
CA-015047-4;2007;2020;01/04/2020;;2021.0;0.0;0.0;0;42;N;A;N
CA-016170-1;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016539-1;2007;2020;01/04/2020;;;7.33;7.33;3;42;S;P;N
CA-016196-4;2007;2020;01/04/2020;20/08/2021;2021.0;6.64;7.1;10;42;S;A;S
CA-016547-1;2007;2020;01/04/2020;;2021.0;6.8;6.8;5;42;S;A;S
CA-008316-5;2007;2020;01/04/2020;;2021.0;6.91;6.91;29;42;S;A;S
CA-016199-9;2007;2020;01/04/2020;19/08/2021;2021.0;7.54;7.54;18;42;S;A;S
CA-015852-1;2007;2020;01/04/2020;;;7.5;7.5;2;42;S;P;N
CA-016176-0;2007;2020;01/04/2020;20/08/2021;2021.0;6.14;7.4;5;42;S;A;S
CA-016207-3;2007;2020;01/04/2020;03/08/2021;2021.0;7.33;7.33;4;42;S;A;N
CA-016576-5;2007;2020;01/04/2020;;;7.0;7.0;1;42;N;P;N
CA-016203-1;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016568-4;2007;2020;01/04/2020;19/08/2021;2021.0;7.5;7.5;6;42;S;A;S
CA-016244-8;2007;2020;01/04/2020;;;7.5;7.5;2;42;S;P;N
CA-016217-1;2007;2020;01/04/2020;05/08/2021;2021.0;6.0;6.25;4;42;S;A;N
CA-016179-4;2007;2020;01/04/2020;;;7.0;7.0;2;42;S;P;N
CA-009394-2;2007;2020;01/04/2020;;2021.0;7.18;7.18;33;42;S;A;S
CA-016246-4;2007;2020;01/04/2020;23/08/2021;2021.0;7.82;7.82;17;42;S;A;S
CA-004968-4;2007;2020;01/04/2020;;;6.63;6.63;16;42;S;P;S
CA-016804-7;2007;2020;01/04/2020;16/03/2021;2021.0;8.0;8.0;13;42;S;A;S
CA-017498-5;2007;2020;01/04/2020;;2021.0;7.0;7.0;3;42;S;A;N
CA-016144-1;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016536-6;2007;2020;01/04/2020;20/08/2021;2021.0;6.25;7.67;3;42;S;A;N
CA-015899-8;2007;2020;01/04/2020;;;8.0;8.0;2;42;S;P;N
CA-016205-7;2007;2020;01/04/2020;;;9.0;9.0;2;42;S;P;N
CA-016561-7;2007;2020;01/04/2020;;;7.0;7.0;1;42;N;P;N
CA-016222-7;2007;2020;01/04/2020;;;6.0;6.0;2;42;S;P;N
CA-016227-8;2007;2020;01/04/2020;18/08/2021;2021.0;7.5;7.5;6;42;S;A;S
CA-016567-6;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016562-5;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;42;S;A;N
CA-016186-7;2007;2020;01/04/2020;;;7.5;7.5;2;42;S;P;N
CA-016571-4;2007;2020;01/04/2020;20/08/2021;2021.0;6.6;7.75;4;42;S;A;N
CA-016185-9;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;42;S;A;N
CA-016158-1;2007;2020;01/04/2020;;;8.5;8.5;2;42;S;P;N
CA-016218-9;2007;2020;01/04/2020;18/08/2021;2021.0;7.33;7.33;5;42;S;A;S
CA-016533-1;2007;2020;01/04/2020;05/08/2021;2021.0;7.0;7.33;9;42;S;A;S
CA-016248-1;2007;2020;01/04/2020;20/08/2021;2021.0;4.57;7.67;3;42;S;A;N
CA-016188-3;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-016569-2;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-008718-7;2007;2020;01/04/2020;;2021.0;6.83;6.83;12;42;S;A;S
CA-016198-1;2007;2020;01/04/2020;20/08/2021;2021.0;4.25;6.5;2;42;S;A;N
CA-011515-6;2007;2020;01/04/2020;;2021.0;7.36;7.36;14;42;S;A;S
CA-016174-3;2007;2020;01/04/2020;05/08/2021;2021.0;4.5;6.75;4;42;S;A;N
CA-016161-1;2007;2020;01/04/2020;23/08/2021;2021.0;6.58;7.1;12;42;S;A;S
CA-009376-4;2007;2020;01/04/2020;;2021.0;7.57;7.57;14;42;S;A;S
CA-015853-0;2007;2020;01/04/2020;;;8.0;8.0;2;42;S;P;N
CA-016741-5;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016200-6;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016575-7;2007;2020;01/04/2020;;2021.0;6.0;6.0;1;42;N;A;N
CA-016241-3;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-015910-2;2007;2020;01/04/2020;;;6.33;6.33;3;42;S;P;N
CA-016230-8;2007;2020;01/04/2020;;;7.0;7.0;1;42;N;P;N
CA-016215-4;2007;2020;01/04/2020;23/08/2021;2021.0;5.5;7.25;4;42;S;A;N
CA-114231-9;2007;2020;01/04/2020;;;5.5;5.5;2;42;S;P;N
CA-016742-3;2007;2020;01/04/2020;17/08/2021;2021.0;6.45;6.8;10;42;S;A;S
CA-016564-1;2007;2020;01/04/2020;;;6.0;6.0;1;42;N;P;N
CA-016231-6;2007;2020;01/04/2020;;;8.0;8.0;2;42;S;P;N
CA-016240-5;2007;2020;01/04/2020;;;6.0;6.0;2;42;S;P;N
CA-016181-6;2007;2020;01/04/2020;;;8.0;8.0;2;42;S;P;N
CA-016776-8;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-016243-0;2007;2020;01/04/2020;;;10.0;10.0;2;42;S;P;N
CA-016247-2;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016148-4;2007;2020;01/04/2020;;;6.0;6.0;1;42;N;P;N
CA-016154-9;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;42;S;A;N
CA-016559-5;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016531-5;2007;2020;01/04/2020;19/08/2021;2021.0;7.33;7.33;17;42;S;A;S
CA-016143-3;2007;2020;01/04/2020;05/08/2021;2021.0;4.14;6.67;3;42;S;A;N
CA-016202-2;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016237-5;2007;2020;01/04/2020;19/08/2021;2021.0;7.17;7.17;10;42;S;A;S
CA-009540-6;2007;2020;01/04/2020;;2021.0;7.38;7.38;16;42;S;A;S
CA-016206-5;2007;2020;01/04/2020;05/09/2020;;6.5;6.5;2;42;S;P;N
CA-007408-5;2007;2020;01/04/2020;;;7.31;7.31;16;42;S;P;S
CA-015081-4;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016182-4;2007;2020;01/04/2020;20/03/2021;2021.0;5.0;7.25;4;42;S;A;N
CA-016193-0;2007;2020;01/04/2020;;;7.5;7.5;2;42;S;P;N
CA-016245-6;2007;2020;01/04/2020;;;9.0;9.0;1;42;N;P;N
CA-016494-7;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-016195-6;2007;2020;01/04/2020;;;9.0;9.0;1;42;N;P;N
CA-016555-2;2007;2020;01/04/2020;;2021.0;9.0;9.0;1;42;N;A;N
CA-016572-2;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016163-8;2007;2020;01/04/2020;23/08/2021;2021.0;6.6;7.75;4;42;S;A;N
CA-016526-9;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;42;S;A;N
CA-016189-1;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-016527-7;2007;2020;01/04/2020;19/08/2021;2021.0;8.08;8.08;17;42;S;A;S
CA-016184-1;2007;2020;01/04/2020;;2021.0;7.0;7.0;3;42;S;A;N
CA-016530-7;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;42;S;A;N
CA-016543-9;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016541-2;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;42;S;A;N
CA-005300-2;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016214-6;2007;2020;01/04/2020;;2021.0;8.0;8.0;1;42;N;A;N
CA-016149-2;2007;2020;01/04/2020;23/08/2021;2021.0;5.23;6.88;13;42;S;A;S
CA-016523-4;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-007545-6;2007;2020;01/04/2020;;;7.08;7.08;35;42;S;P;S
CA-016242-1;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-011910-1;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;42;S;A;N
CA-008422-6;2007;2020;01/04/2020;;2021.0;7.14;7.14;32;42;S;A;S
CA-016211-1;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;42;S;A;N
CA-016152-2;2007;2020;01/04/2020;23/08/2021;2021.0;7.38;7.38;20;42;S;A;S
CA-016151-4;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016550-1;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;42;S;A;N
CA-016233-2;2007;2020;01/04/2020;27/02/2021;2021.0;7.14;7.14;8;42;S;A;S
CA-016235-9;2007;2020;01/04/2020;;2021.0;7.5;7.5;4;42;S;A;N
CA-016209-0;2007;2020;01/04/2020;;;7.0;7.0;2;42;S;P;N
CA-016180-8;2007;2020;01/04/2020;17/12/2020;2021.0;6.25;7.67;3;42;S;A;N
CA-011457-5;2007;2020;01/04/2020;;;8.0;8.0;2;42;S;P;N
CA-016528-5;2007;2020;01/04/2020;;;7.0;7.0;1;42;N;P;N
CA-016168-9;2007;2020;01/04/2020;20/03/2021;2021.0;4.5;7.0;5;42;S;A;S
CA-016239-1;2007;2020;01/04/2020;;;6.5;6.5;2;42;S;P;N
CA-016563-3;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-016145-0;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016219-7;2007;2020;01/04/2020;;2021.0;7.0;7.0;1;42;N;A;N
CA-016194-8;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-000281-5;2007;2020;01/04/2020;;;7.29;7.29;35;42;S;P;S
CA-016249-9;2007;2020;01/04/2020;;2021.0;6.67;6.67;3;42;S;A;N
CA-016167-1;2007;2020;01/04/2020;;;7.0;7.0;1;42;N;P;N
CA-016238-3;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016191-3;2007;2020;01/04/2020;20/08/2021;2021.0;6.4;7.57;7;42;S;A;S
CA-016532-3;2007;2020;01/04/2020;24/08/2020;;7.67;7.67;3;42;S;P;N
CA-016166-2;2007;2020;01/04/2020;;;6.0;6.0;2;42;S;P;N
CA-015854-8;2007;2020;01/04/2020;;2021.0;7.75;7.75;4;42;S;A;N
CA-017497-7;2007;2020;01/04/2020;;2021.0;7.33;7.33;3;42;S;A;N
CA-016565-0;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016178-6;2007;2020;01/04/2020;23/08/2021;2021.0;6.38;7.83;6;42;S;A;S
CA-016534-0;2007;2020;01/04/2020;;2021.0;7.0;7.0;3;42;S;A;N
CA-016228-6;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016165-4;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-016524-2;2007;2020;01/04/2020;23/08/2021;2021.0;6.2;7.25;4;42;S;A;N
CA-016560-9;2007;2020;01/04/2020;;2021.0;6.5;6.5;2;42;S;A;N
CA-016153-1;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016221-9;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;42;S;A;N
CA-016542-1;2007;2020;01/04/2020;20/08/2021;2021.0;7.71;7.71;9;42;S;A;S
CA-016192-1;2007;2020;01/04/2020;;;6.0;6.0;3;42;S;P;N
CA-016197-2;2007;2020;01/04/2020;20/08/2021;2021.0;6.23;7.2;10;42;S;A;S
CA-016171-9;2007;2020;01/04/2020;;2021.0;7.5;7.5;6;42;S;A;S
CA-006454-3;2007;2020;01/04/2020;;;6.92;6.92;35;42;S;P;S
CA-016552-8;2007;2020;01/04/2020;20/08/2021;2021.0;5.0;8.0;5;42;S;A;S
CA-016797-1;2007;2020;01/04/2020;;2021.0;7.33;7.33;3;42;S;A;N
CA-016216-2;2007;2020;01/04/2020;;;7.67;7.67;3;42;S;P;N
CA-016525-1;2007;2020;01/04/2020;05/08/2021;2021.0;4.75;6.4;7;42;S;A;S
CA-016147-6;2007;2020;01/04/2020;;;6.75;6.75;4;42;S;P;N
CA-016573-1;2007;2020;01/04/2020;;2021.0;6.0;6.0;1;42;N;A;N
CA-010529-1;2007;2020;01/04/2020;;;7.71;7.71;7;42;S;P;S
CA-016556-1;2007;2020;01/04/2020;;;6.0;6.0;2;42;S;P;N
CA-016204-9;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;42;S;A;N
CA-015074-1;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016146-8;2007;2020;01/04/2020;;;9.0;9.0;2;42;S;P;N
CA-016554-4;2007;2020;01/04/2020;;2021.0;6.0;6.0;1;42;N;A;N
CA-016212-0;2007;2020;01/04/2020;;;6.67;6.67;3;42;S;P;N
CA-016792-0;2007;2020;01/04/2020;20/08/2021;2021.0;5.6;6.5;4;42;S;A;N
CA-016234-1;2007;2020;01/04/2020;23/08/2021;2021.0;5.75;7.0;3;42;S;A;N
CA-016229-4;2007;2020;01/04/2020;;2021.0;7.5;7.5;2;42;S;A;N
CA-016208-1;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-012191-1;2007;2020;01/04/2020;;2021.0;7.5;7.5;6;42;S;A;S
CA-015911-1;2007;2020;01/04/2020;;;7.0;7.0;2;42;S;P;N
CA-016177-8;2007;2020;01/04/2020;18/08/2021;2021.0;8.0;8.0;11;42;S;A;S
CA-016570-6;2007;2020;01/04/2020;;;6.0;6.0;2;42;S;P;N
CA-016557-9;2007;2020;01/04/2020;;;8.0;8.0;1;42;N;P;N
CA-016172-7;2007;2020;01/04/2020;;;8.0;8.0;2;42;S;P;N
CA-016548-0;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;42;S;A;N
CA-016183-2;2007;2020;01/04/2020;24/02/2021;2021.0;6.5;6.5;2;42;S;A;N
CA-016544-7;2007;2020;01/04/2020;;;0.0;0.0;0;42;N;P;N
CA-016765-2;2007;2020;01/04/2020;;;6.0;6.0;1;42;N;P;N
CA-008588-5;2007;2020;01/04/2020;;2021.0;6.86;6.86;22;42;S;A;S
CA-017499-3;2007;2020;01/04/2020;;2021.0;6.0;6.0;2;42;S;A;N
CA-014020-7;2007;2020;01/04/2020;;;7.67;7.67;3;42;S;P;N
CA-016232-4;2007;2020;01/04/2020;;2021.0;7.0;7.0;1;42;N;A;N
CA-017509-4;2007;2020;01/04/2020;;2021.0;7.0;7.0;2;42;S;A;N
CA-016190-5;2007;2020;01/04/2020;20/03/2021;2021.0;7.2;7.2;5;42;S;A;S
CA-016169-7;2007;2020;01/04/2020;27/02/2021;2021.0;7.0;7.63;8;42;S;A;S
CA-006018-1;2007;2020;01/04/2020;;;6.31;6.31;16;42;S;P;S
CA-006491-8;2007;2020;01/04/2020;19/12/2020;2021.0;7.3;7.3;38;42;S;A;S
CA-016157-3;2007;2020;01/04/2020;18/08/2021;2021.0;7.0;7.56;13;42;S;A;S
CA-008313-1;2007;2020;01/04/2020;;2021.0;7.81;7.81;37;42;S;A;S
CA-016223-5;2007;2020;01/04/2020;20/08/2021;2021.0;5.0;6.2;5;42;S;A;S
