id_estudiante;estado_inscripcion;ingreso_aprobadas;ingreso_libres;ingreso_totales;cursadas_aprobadas;cursadas_regulares;cursadas_libres;cursadas_totales;inscripciones_examenes;examenes_aprobados
CA-015876-9;Pendiente;2;0;2;0;0;0;3;0;0
CB-015876-0;Pendiente;2;0;2;0;0;0;3;0;0
CA-016187-5;Pendiente;2;0;2;0;0;0;3;0;0
CA-016558-7;Pendiente;2;0;2;0;0;0;3;0;0
CA-016079-8;Pendiente;2;0;2;0;0;0;3;0;0
CB-016079-9;Pendiente;2;0;2;0;0;0;3;0;0
CC-016079-8;Pendiente;2;0;2;0;0;0;3;0;0
CA-016164-6;Pendiente;0;2;2;0;0;0;3;0;0
CA-016551-0;Aceptado;1;1;2;0;0;3;3;0;0
CA-016538-2;Aceptado;1;1;2;0;0;3;3;0;0
CD-016538-6;Aceptado;0;2;2;0;0;5;5;0;0
CA-016224-3;Pendiente;1;1;2;0;0;0;3;0;0
CA-016150-6;Aceptado;1;1;2;1;0;2;3;0;0
CA-007425-5;Aceptado;1;1;2;0;2;1;3;0;0
CA-016566-8;Aceptado;1;1;2;0;1;2;3;0;0
CA-016226-0;Pendiente;2;0;2;0;0;0;3;0;0
CA-016529-3;Pendiente;0;2;2;0;0;0;3;0;0
CA-016549-8;Pendiente;2;0;2;0;0;0;3;0;0
CA-016159-0;Pendiente;1;1;2;0;0;0;3;0;0
CA-016156-5;Aceptado;0;2;2;1;1;1;3;0;0
CA-016535-8;Aceptado;1;1;2;0;0;3;3;0;0
CA-016236-7;Pendiente;2;0;2;0;0;0;3;0;0
CA-016175-1;Pendiente;2;0;2;0;0;0;3;0;0
CA-007459-0;Aceptado;1;1;2;1;0;2;3;0;0
CA-013037-6;Aceptado;1;1;2;2;0;1;3;0;0
CA-016201-4;Aceptado;0;2;2;0;0;3;3;0;0
CA-016173-5;Pendiente;1;1;2;0;0;0;3;0;0
CA-016791-1;Aceptado;1;1;2;0;1;2;3;0;0
CA-016522-6;Pendiente;1;1;2;0;0;0;3;0;0
CA-016540-4;Pendiente;2;0;2;0;0;0;3;0;0
CA-016574-9;Aceptado;2;0;2;0;1;2;3;0;0
CA-010330-1;Aceptado;1;1;2;1;1;1;3;0;0
CC-010330-1;Aceptado;1;1;2;0;1;2;3;0;0
CA-016155-7;Aceptado;1;1;2;0;0;3;3;0;0
CA-016795-4;Aceptado;1;1;2;0;0;3;3;0;0
CA-016213-8;Aceptado;1;1;2;0;1;2;3;0;0
CA-016210-3;Aceptado;0;2;2;0;0;3;3;0;0
CA-016162-0;Pendiente;2;0;2;0;0;0;3;0;0
CA-016577-3;Pendiente;1;1;2;0;0;0;3;0;0
CA-016545-5;Aceptado;1;1;2;0;0;3;3;0;0
CA-003269-2;Aceptado;1;1;2;0;0;3;3;0;0
CA-016220-1;Pendiente;1;1;2;0;0;0;3;0;0
CA-016160-3;Pendiente;2;0;2;0;0;0;3;0;0
CA-016225-1;Pendiente;2;0;2;0;0;0;3;0;0
CA-010656-4;Aceptado;1;1;2;0;0;3;3;0;0
CA-016537-4;Pendiente;1;1;2;0;0;0;3;1;0
CA-016546-3;Pendiente;2;0;2;0;0;0;3;0;0
CA-015902-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-015902-2;Pendiente;2;0;2;0;0;0;3;0;0
CA-016553-6;Pendiente;1;1;2;0;0;0;3;0;0
CA-015912-9;Aceptado;2;0;2;0;0;3;3;0;0
CB-015912-0;Aceptado;1;1;2;1;2;0;3;0;0
CA-015047-4;Aceptado;2;0;2;1;1;1;3;0;0
CA-016170-1;Aceptado;1;1;2;0;0;3;3;0;0
CA-016539-1;Pendiente;1;1;2;0;0;0;3;0;0
CA-016196-4;Aceptado;2;0;2;0;1;2;3;0;0
CA-016547-1;Pendiente;2;0;2;0;0;0;3;0;0
CA-008316-5;Aceptado;1;1;2;1;0;2;3;0;0
CA-016199-9;Pendiente;1;1;2;0;0;0;3;0;0
CA-015852-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-015852-2;Pendiente;0;2;2;0;0;0;3;0;0
CA-016176-0;Pendiente;1;1;2;0;0;0;3;0;0
CA-016207-3;Aceptado;0;2;2;0;1;2;3;0;0
CA-016576-5;Aceptado;0;2;2;0;1;2;3;0;0
CA-016203-1;Pendiente;1;1;2;0;0;0;3;0;0
CA-016568-4;Aceptado;1;1;2;0;0;3;3;1;1
CA-016244-8;Pendiente;0;2;2;0;0;0;3;0;0
CA-016217-1;Pendiente;2;0;2;0;0;0;3;0;0
CA-016179-4;Pendiente;2;0;2;0;0;0;3;0;0
CA-009394-2;Aceptado;2;0;2;1;1;1;3;0;0
CA-016246-4;Pendiente;1;1;2;0;0;0;3;0;0
CA-004968-4;Aceptado;0;2;2;0;0;3;3;0;0
CA-016804-7;Pendiente;1;1;2;0;0;0;3;0;0
CA-017498-5;Aceptado;2;0;2;0;1;2;3;0;0
CA-016144-1;Aceptado;1;1;2;1;0;2;3;0;0
CA-016536-6;Aceptado;1;1;2;1;0;2;3;0;0
CA-015899-8;Aceptado;1;1;2;1;0;2;3;0;0
CB-015899-9;Aceptado;2;0;2;1;0;2;3;0;0
CA-016205-7;Pendiente;2;0;2;0;0;0;3;0;0
CA-016561-7;Aceptado;0;2;2;0;2;1;3;0;0
CA-016222-7;Pendiente;1;1;2;0;0;0;3;0;0
CA-016227-8;Aceptado;0;2;2;0;1;2;3;0;0
CA-016567-6;Aceptado;1;1;2;1;0;2;3;0;0
CA-016562-5;Aceptado;1;1;2;1;1;1;3;1;0
CA-016186-7;Pendiente;1;1;2;0;0;0;3;0;0
CC-016186-7;Pendiente;0;2;2;0;0;0;3;0;0
CA-016571-4;Pendiente;2;0;2;0;0;0;3;0;0
CA-016185-9;Aceptado;1;1;2;0;1;2;3;0;0
CA-016158-1;Pendiente;1;1;2;0;0;0;3;0;0
CA-016218-9;Pendiente;1;1;2;0;0;0;3;0;0
CA-016533-1;Aceptado;1;1;2;0;0;3;3;0;0
CA-016248-1;Pendiente;0;2;2;0;0;0;3;0;0
CA-016188-3;Pendiente;1;1;2;0;0;0;3;0;0
CA-016569-2;Aceptado;1;1;2;0;0;3;3;0;0
CA-008718-7;Aceptado;2;0;2;0;1;2;3;0;0
CA-016198-1;Pendiente;2;0;2;0;0;0;3;0;0
CA-011515-6;Aceptado;1;1;2;0;2;1;3;0;0
CA-016174-3;Pendiente;2;0;2;0;0;0;3;0;0
CA-016161-1;Pendiente;2;0;2;0;0;0;3;0;0
CA-009376-4;Aceptado;1;1;2;1;1;1;3;0;0
CA-015853-0;Pendiente;1;1;2;0;0;0;3;0;0
CB-015853-1;Pendiente;0;2;2;0;0;0;3;0;0
CA-016200-6;Aceptado;1;1;2;1;0;2;3;0;0
CA-016575-7;Pendiente;1;1;2;0;0;0;3;1;1
CA-016241-3;Aceptado;2;0;2;0;1;2;3;0;0
CA-015910-2;Pendiente;2;0;2;0;0;0;3;0;0
CB-015910-3;Pendiente;2;0;2;0;0;0;3;0;0
CA-016230-8;Pendiente;1;1;2;0;0;0;3;0;0
CA-016215-4;Pendiente;2;0;2;0;0;0;3;0;0
CA-114231-9;Aceptado;1;1;2;1;0;2;3;0;0
CA-016564-1;Aceptado;0;2;2;1;1;1;3;0;0
CA-016231-6;Aceptado;2;0;2;0;0;3;3;0;0
CA-016240-5;Pendiente;1;1;2;0;0;0;3;0;0
CA-016181-6;Aceptado;1;1;2;1;1;1;3;0;0
CA-016776-8;Pendiente;2;0;2;0;0;0;3;0;0
CA-016243-0;Aceptado;1;1;2;0;1;2;3;0;0
CA-016247-2;Aceptado;2;0;2;0;2;1;3;0;0
CA-016148-4;Aceptado;1;1;2;0;0;3;3;0;0
CA-016154-9;Aceptado;2;0;2;0;2;1;3;0;0
CD-016154-2;Aceptado;1;1;2;0;1;4;5;0;0
CA-016559-5;Pendiente;2;0;2;0;0;0;3;0;0
CC-016559-5;Pendiente;0;2;2;0;0;0;3;0;0
CA-016531-5;Aceptado;1;1;2;3;0;0;3;0;0
CA-016143-3;Aceptado;1;1;2;1;0;2;3;0;0
CA-016202-2;Pendiente;1;1;2;0;0;0;3;0;0
CE-016202-3;Pendiente;1;0;1;0;0;0;5;0;0
CA-016237-5;Aceptado;2;0;2;1;0;2;3;1;1
CA-009540-6;Aceptado;1;1;2;0;1;2;3;0;0
CA-016206-5;Aceptado;2;0;2;1;1;1;3;1;1
CA-007408-5;Aceptado;1;1;2;1;0;2;3;0;0
CA-015081-4;Pendiente;1;1;2;0;0;0;3;0;0
CA-016182-4;Pendiente;1;1;2;0;0;0;3;0;0
CA-016193-0;Pendiente;1;1;2;0;0;0;3;0;0
CA-016245-6;Pendiente;2;0;2;0;0;0;3;0;0
CA-016494-7;Pendiente;2;0;2;0;0;0;3;0;0
CB-016494-8;Pendiente;1;1;2;0;0;0;3;0;0
CA-016195-6;Pendiente;2;0;2;0;0;0;3;0;0
CA-016555-2;Aceptado;1;1;2;0;1;2;3;1;0
CA-016572-2;Pendiente;2;0;2;0;0;0;3;0;0
CA-016163-8;Pendiente;2;0;2;0;0;0;3;0;0
CA-016526-9;Aceptado;1;1;2;0;0;3;3;0;0
CA-016189-1;Aceptado;2;0;2;2;0;1;3;0;0
CA-016527-7;Aceptado;0;2;2;0;2;1;3;0;0
CA-016184-1;Pendiente;2;0;2;0;0;0;3;0;0
CA-016530-7;Aceptado;2;0;2;0;1;2;3;0;0
CA-016543-9;Pendiente;0;2;2;0;0;0;3;0;0
CA-016541-2;Aceptado;1;1;2;0;1;2;3;0;0
CA-005300-2;Aceptado;1;1;2;0;0;3;3;0;0
CA-016214-6;Pendiente;2;0;2;0;0;0;3;0;0
CA-016149-2;Aceptado;2;0;2;0;2;1;3;0;0
CA-016523-4;Pendiente;1;1;2;0;0;0;3;0;0
CA-007545-6;Aceptado;1;1;2;0;0;3;3;0;0
CD-007545-0;Aceptado;2;0;2;0;1;4;5;0;0
CA-016242-1;Aceptado;0;2;2;0;2;1;3;0;0
CA-011910-1;Aceptado;1;1;2;1;1;1;3;0;0
CA-008422-6;Aceptado;1;1;2;0;0;3;3;0;0
CA-016211-1;Aceptado;1;1;2;0;1;2;3;0;0
CA-016152-2;Aceptado;1;1;2;0;1;2;3;0;0
CA-016151-4;Aceptado;1;1;2;0;0;3;3;0;0
CA-016550-1;Aceptado;2;0;2;1;1;1;3;0;0
CA-016233-2;Pendiente;1;1;2;0;0;0;3;0;0
CC-016233-2;Pendiente;1;1;2;0;0;0;3;0;0
CA-016235-9;Pendiente;2;0;2;0;0;0;3;0;0
CA-016209-0;Pendiente;1;1;2;0;0;0;3;0;0
CA-016180-8;Aceptado;2;0;2;3;0;0;3;0;0
CA-011457-5;Aceptado;2;0;2;0;1;2;3;0;0
CA-016528-5;Aceptado;2;0;2;0;1;2;3;0;0
CA-016168-9;Pendiente;2;0;2;0;0;0;3;0;0
CA-016239-1;Aceptado;0;2;2;0;1;2;3;0;0
CA-016563-3;Aceptado;2;0;2;0;0;3;3;0;0
CA-016145-0;Aceptado;1;1;2;1;0;2;3;0;0
CA-016219-7;Pendiente;1;1;2;0;0;0;3;0;0
CA-016194-8;Aceptado;2;0;2;2;0;1;3;0;0
CE-016194-9;Aceptado;1;0;1;2;0;3;5;0;0
CA-000281-5;Aceptado;1;1;2;1;0;2;3;0;0
CA-016249-9;Pendiente;1;1;2;0;0;0;3;0;0
CA-016167-1;Pendiente;1;1;2;0;0;0;3;0;0
CA-016238-3;Pendiente;0;2;2;0;0;0;3;0;0
CA-016191-3;Pendiente;2;0;2;0;0;0;3;0;0
CA-016532-3;Pendiente;1;1;2;0;0;0;3;0;0
CA-016166-2;Aceptado;0;2;2;0;1;2;3;0;0
CA-015854-8;Pendiente;2;0;2;0;0;0;3;0;0
CB-015854-9;Pendiente;0;2;2;0;0;0;3;0;0
CA-017497-7;Aceptado;1;1;2;0;2;1;3;0;0
CA-016565-0;Pendiente;0;2;2;0;0;0;3;0;0
CA-016178-6;Aceptado;2;0;2;0;0;3;3;0;0
CA-016534-0;Aceptado;1;1;2;0;2;1;3;0;0
CA-016228-6;Pendiente;1;1;2;0;0;0;3;0;0
CA-016165-4;Pendiente;2;0;2;0;0;0;3;0;0
CA-016524-2;Aceptado;1;1;2;2;0;1;3;0;0
CA-016560-9;Aceptado;1;1;2;0;0;3;3;1;1
CA-016153-1;Aceptado;2;0;2;1;0;2;3;0;0
CA-016221-9;Aceptado;0;2;2;0;2;1;3;0;0
CA-016542-1;Aceptado;2;0;2;2;0;1;3;0;0
CA-016192-1;Pendiente;1;1;2;0;0;0;3;0;0
CA-016197-2;Pendiente;1;1;2;0;0;0;3;0;0
CA-016171-9;Pendiente;1;1;2;0;0;0;3;0;0
CA-006454-3;Aceptado;0;2;2;2;0;1;3;0;0
CC-006454-3;Aceptado;1;1;2;0;1;2;3;0;0
CA-016552-8;Aceptado;2;0;2;1;0;2;3;1;0
CA-016797-1;Pendiente;2;0;2;0;0;0;3;0;0
CA-016216-2;Pendiente;1;1;2;0;0;0;3;0;0
CA-016525-1;Pendiente;2;0;2;0;0;0;3;0;0
CA-016147-6;Aceptado;2;0;2;1;0;2;3;0;0
CA-016573-1;Aceptado;1;1;2;0;1;2;3;0;0
CA-010529-1;Aceptado;2;0;2;0;0;3;3;0;0
CD-010529-4;Aceptado;1;1;2;1;0;4;5;0;0
CA-016556-1;Aceptado;1;1;2;1;2;0;3;0;0
CA-016204-9;Pendiente;1;1;2;0;0;0;3;0;0
CA-015074-1;Pendiente;1;1;2;0;0;0;3;0;0
CA-016146-8;Aceptado;2;0;2;0;0;3;3;0;0
CA-016554-4;Aceptado;1;1;2;1;0;2;3;0;0
CA-016212-0;Pendiente;1;1;2;0;0;0;3;0;0
CA-016792-0;Pendiente;1;1;2;0;0;0;3;0;0
CA-016234-1;Pendiente;1;1;2;0;0;0;3;0;0
CA-016229-4;Aceptado;1;1;2;2;0;1;3;0;0
CD-016229-8;Aceptado;1;1;2;0;0;5;5;0;0
CA-016208-1;Aceptado;1;1;2;1;1;1;3;0;0
CA-012191-1;Aceptado;0;2;2;1;0;2;3;0;0
CA-015911-1;Pendiente;0;2;2;0;0;0;3;0;0
CB-015911-1;Pendiente;1;1;2;0;0;0;3;0;0
CA-016177-8;Pendiente;1;1;2;0;0;0;3;0;0
CA-016570-6;Aceptado;2;0;2;0;2;1;3;0;0
CA-016557-9;Aceptado;1;1;2;1;2;0;3;0;0
CA-016172-7;Pendiente;0;2;2;0;0;0;3;0;0
CA-016548-0;Pendiente;2;0;2;0;0;0;3;0;0
CA-016183-2;Pendiente;0;2;2;0;0;0;3;0;0
CA-016544-7;Aceptado;1;1;2;0;0;3;3;0;0
CA-016765-2;Aceptado;0;2;2;1;0;2;3;0;0
CA-008588-5;Aceptado;1;1;2;0;1;2;3;0;0
CA-017499-3;Aceptado;0;2;2;1;1;1;3;0;0
CA-014020-7;Aceptado;0;2;2;0;2;1;3;0;0
CA-016232-4;Pendiente;1;1;2;0;0;0;3;0;0
CA-017509-4;Pendiente;1;1;2;0;0;0;3;0;0
CB-017509-5;Pendiente;2;0;2;0;0;0;3;0;0
CA-016190-5;Aceptado;2;0;2;0;2;1;3;0;0
CA-016169-7;Pendiente;1;1;2;0;0;0;3;0;0
CA-006018-1;Aceptado;1;1;2;0;0;3;3;0;0
CA-006491-8;Aceptado;1;1;2;1;1;1;3;0;0
CA-016157-3;Aceptado;0;2;2;0;1;2;3;0;0
CA-008313-1;Aceptado;1;1;2;0;1;2;3;0;0
CA-016223-5;Pendiente;1;1;2;0;0;0;3;0;0
CB-015914-6;Aceptado;0;2;2;0;1;2;3;0;0
CB-015898-1;Pendiente;0;2;2;0;0;0;3;0;0
CB-015788-7;Pendiente;0;2;2;0;0;0;3;0;0
CB-015884-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-015930-8;Pendiente;0;2;2;0;0;0;3;0;0
CB-015952-9;Pendiente;2;0;2;0;0;0;3;0;0
CC-015952-8;Pendiente;1;1;2;0;0;0;3;0;0
CB-016040-3;Pendiente;0;2;2;0;0;0;3;0;0
CB-016424-7;Pendiente;1;1;2;0;0;0;3;0;0
CB-016073-0;Pendiente;1;1;2;0;0;0;3;0;0
CB-016411-5;Aceptado;1;1;2;0;0;3;3;0;0
CB-015958-8;Pendiente;1;1;2;0;0;0;3;0;0
CB-015943-0;Pendiente;1;1;2;0;0;0;3;0;0
CB-015921-9;Pendiente;1;1;2;0;0;0;3;0;0
CB-015032-7;Aceptado;2;0;2;0;0;3;3;0;0
CB-016009-8;Aceptado;1;1;2;2;1;0;3;0;0
CB-016125-6;Pendiente;2;0;2;0;0;0;3;0;0
CB-015806-9;Aceptado;1;1;2;0;0;3;3;1;0
CB-016445-0;Aceptado;1;1;2;1;1;1;3;1;1
CB-015988-0;Pendiente;2;0;2;0;0;0;3;0;0
CB-016800-5;Aceptado;1;1;2;2;0;1;3;0;0
CB-016417-4;Pendiente;1;1;2;0;0;0;3;0;0
CB-016083-7;Pendiente;0;2;2;0;0;0;3;0;0
CB-016055-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-015813-1;Pendiente;2;0;2;0;0;0;3;0;0
CB-016038-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-015798-4;Aceptado;1;1;2;1;0;2;3;0;0
CB-016495-6;Pendiente;1;1;2;0;0;0;3;0;0
CB-015954-5;Pendiente;1;1;2;0;0;0;3;0;0
CB-016016-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-016779-3;Aceptado;1;1;2;1;0;2;3;0;0
CB-015978-2;Pendiente;2;0;2;0;0;0;3;0;0
CB-016033-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-016511-1;Aceptado;2;0;2;0;0;3;3;0;0
CB-017500-1;Aceptado;1;1;2;1;1;1;3;0;0
CB-015897-2;Pendiente;2;0;2;0;0;0;3;0;0
CB-015828-0;Pendiente;2;0;2;0;0;0;3;0;0
CB-016454-9;Aceptado;1;1;2;0;0;3;3;0;0
CB-015789-5;Aceptado;0;2;2;0;2;1;3;0;0
CB-016121-3;Pendiente;2;0;2;0;0;0;3;0;0
CB-016019-5;Pendiente;1;1;2;0;0;0;3;0;0
CB-015815-8;Aceptado;1;1;2;0;0;3;3;0;0
CB-015938-3;Pendiente;0;2;2;0;0;0;3;0;0
CB-015887-5;Pendiente;0;2;2;0;0;0;3;0;0
CB-016041-1;Aceptado;0;2;2;0;1;2;3;0;0
CB-015841-7;Pendiente;1;1;2;0;0;0;3;0;0
CB-015856-5;Aceptado;1;1;2;0;0;3;3;0;0
CB-016017-9;Pendiente;1;1;2;0;0;0;3;0;0
CB-015870-1;Aceptado;1;1;2;0;2;1;3;0;0
CB-016453-1;Aceptado;0;2;2;2;0;1;3;0;0
CB-016058-6;Pendiente;2;0;2;0;0;0;3;0;0
CB-016790-4;Pendiente;0;2;2;0;0;0;3;1;1
CB-016497-2;Aceptado;1;1;2;0;1;2;3;0;0
CB-015934-1;Aceptado;1;1;2;0;1;2;3;0;0
CB-016510-3;Pendiente;1;1;2;0;0;0;3;0;0
CB-016460-3;Aceptado;0;2;2;0;1;2;3;1;0
CB-015994-4;Pendiente;1;1;2;0;0;0;3;0;0
CB-015834-4;Pendiente;1;1;2;0;0;0;3;0;0
CB-015973-1;Pendiente;2;0;2;0;0;0;3;0;0
CB-015819-1;Pendiente;2;0;2;0;0;0;3;0;0
CB-016786-6;Aceptado;0;2;2;0;1;2;3;0;0
CB-016747-5;Pendiente;2;0;2;0;0;0;3;0;0
CB-015319-9;Aceptado;1;1;2;3;0;0;3;0;0
CB-015987-1;Pendiente;2;0;2;0;0;0;3;0;0
CB-015927-8;Pendiente;1;1;2;0;0;0;3;0;0
CB-016491-3;Pendiente;1;1;2;0;0;0;3;0;0
CB-016047-1;Aceptado;1;1;2;1;0;2;3;0;0
CB-015989-8;Pendiente;2;0;2;0;0;0;3;0;0
CB-016042-0;Pendiente;1;1;2;0;0;0;3;0;0
CB-016066-7;Pendiente;1;1;2;0;0;0;3;0;0
CB-015896-4;Pendiente;1;1;2;0;0;0;3;0;0
CB-015872-7;Pendiente;0;2;2;0;0;0;3;0;0
CB-016503-1;Aceptado;2;0;2;0;0;3;3;0;0
CB-016111-6;Pendiente;2;0;2;0;0;0;3;0;0
CB-016447-6;Pendiente;2;0;2;0;0;0;3;0;0
CB-016080-2;Pendiente;0;2;2;0;0;0;3;0;0
CB-016134-5;Aceptado;1;1;2;2;1;0;3;0;0
CB-015941-3;Pendiente;0;2;2;0;0;0;3;0;0
CB-016091-8;Pendiente;1;1;2;0;0;0;3;0;0
CB-015827-1;Aceptado;2;0;2;0;0;3;3;0;0
CB-015923-5;Aceptado;2;0;2;1;0;2;3;0;0
CB-015034-3;Aceptado;1;1;2;0;1;2;3;0;0
CB-015842-5;Pendiente;1;1;2;0;0;0;3;0;0
CB-016137-0;Pendiente;1;1;2;0;0;0;3;0;0
CB-016499-9;Aceptado;2;0;2;0;2;1;3;0;0
CB-015961-8;Pendiente;1;1;2;0;0;0;3;0;0
