id_estudiante;estado_inscripcion;ingreso_aprobadas;ingreso_libres;ingreso_totales;cursadas_aprobadas;cursadas_regulares;cursadas_libres;cursadas_totales;inscripciones_examenes;examenes_aprobados
CD-013948-2;Aceptado;1;1;2;1;0;4;5;0;0
CD-016323-5;Aceptado;0;2;2;0;2;3;5;0;0
CE-016323-2;Aceptado;1;0;1;0;1;4;5;0;0
CD-016780-0;Pendiente;1;1;2;0;0;0;5;0;0
CD-013584-3;Aceptado;1;1;2;0;1;4;5;0;0
CD-016332-4;Aceptado;1;1;2;1;1;3;5;0;0
CD-006016-9;Aceptado;1;1;2;0;1;4;5;0;0
CD-012931-2;Aceptado;0;2;2;1;1;3;5;0;0
CD-016286-7;Aceptado;0;2;2;0;0;5;5;0;0
CD-009214-1;Aceptado;1;1;2;0;1;4;5;0;0
CD-008272-3;Aceptado;1;1;2;0;0;5;5;0;0
CD-012862-6;Aceptado;2;0;2;2;0;3;5;0;0
CD-014893-7;Aceptado;1;1;2;0;2;3;5;0;0
CD-005354-5;Aceptado;1;1;2;0;0;5;5;0;0
CD-013865-6;Aceptado;1;1;2;1;0;4;5;0;0
CD-011676-8;Aceptado;0;2;2;0;1;4;5;0;0
CD-016314-6;Aceptado;1;1;2;1;0;4;5;0;0
CD-012493-1;Aceptado;1;1;2;1;0;4;5;0;0
CD-016302-2;Aceptado;0;2;2;0;2;3;5;0;0
CD-009694-5;Aceptado;1;1;2;0;3;2;5;0;0
CD-010811-1;Aceptado;1;1;2;1;0;4;5;0;0
CD-016318-9;Pendiente;2;0;2;0;0;0;5;0;0
CD-013568-1;Aceptado;0;2;2;0;0;5;5;0;0
CD-016731-1;Aceptado;1;1;2;0;1;4;5;0;0
CD-016737-1;Pendiente;2;0;2;0;0;0;5;0;0
CD-016740-1;Pendiente;2;0;2;0;0;0;5;0;0
CD-016317-1;Pendiente;1;1;2;0;0;0;5;0;0
CD-016767-2;Aceptado;0;2;2;0;1;4;5;0;0
CD-016637-4;Pendiente;1;1;2;0;0;0;5;0;0
CD-016733-8;Pendiente;2;0;2;0;0;0;5;0;0
CD-013810-9;Aceptado;1;1;2;0;0;5;5;0;0
CD-016310-3;Pendiente;1;1;2;0;0;0;5;0;0
CD-007520-4;Pendiente;1;1;2;0;0;0;5;0;0
CD-014188-6;Aceptado;1;1;2;2;2;1;5;0;0
CD-015131-8;Aceptado;1;1;2;0;1;4;5;0;0
CD-016336-7;Aceptado;0;2;2;1;2;2;5;0;0
CD-016313-8;Pendiente;1;1;2;0;0;0;5;0;0
CD-008243-0;Aceptado;2;0;2;1;1;3;5;0;0
CD-016736-2;Pendiente;1;1;2;0;0;0;5;0;0
CD-016634-0;Aceptado;2;0;2;1;0;4;5;0;0
CD-016297-2;Aceptado;0;2;2;1;1;3;5;0;0
CE-016297-0;Aceptado;1;0;1;0;0;5;5;0;0
CD-014804-0;Aceptado;1;1;2;1;0;4;5;0;0
CD-016617-0;Aceptado;0;2;2;1;0;4;5;0;0
CD-016285-9;Aceptado;2;0;2;0;1;4;5;0;0
CD-016640-4;Aceptado;2;0;2;0;1;4;5;0;0
CD-002987-3;Aceptado;0;2;2;0;1;4;5;0;0
CD-006825-9;Aceptado;1;1;2;0;1;4;5;0;0
CD-014628-4;Pendiente;0;2;2;0;0;0;5;0;0
CD-016626-9;Aceptado;2;0;2;1;0;4;5;0;0
CD-016294-8;Aceptado;1;1;2;1;1;3;5;0;0
CD-016607-2;Aceptado;1;1;2;1;1;3;5;0;0
CD-016316-2;Pendiente;2;0;2;0;0;0;5;0;0
CD-016609-9;Aceptado;1;1;2;1;2;2;5;0;0
CD-009094-7;Aceptado;2;0;2;1;0;4;5;0;0
CD-016337-5;Pendiente;2;0;2;0;0;0;5;0;0
CC-016281-2;Aceptado;2;0;2;0;2;1;3;0;0
CC-016251-1;Aceptado;2;0;2;0;0;3;3;0;0
CC-016594-3;Pendiente;1;1;2;0;0;0;3;0;0
CC-016250-2;Aceptado;1;1;2;0;1;2;3;0;0
CC-014165-3;Pendiente;2;0;2;0;0;0;3;0;0
CC-016282-1;Aceptado;2;0;2;1;0;2;3;0;0
CC-016585-4;Pendiente;1;1;2;0;0;0;3;1;0
CC-010703-0;Aceptado;2;0;2;0;0;3;3;0;0
CC-016279-1;Aceptado;1;1;2;1;0;2;3;0;0
CC-016578-1;Aceptado;1;1;2;3;0;0;3;0;0
CC-012642-5;Aceptado;1;1;2;0;0;3;3;0;0
CC-016261-8;Aceptado;2;0;2;1;0;2;3;0;0
CC-009960-6;Aceptado;1;1;2;2;0;1;3;0;0
CC-000670-5;Aceptado;1;1;2;0;1;2;3;0;0
CC-014639-6;Aceptado;2;0;2;0;2;1;3;0;0
CC-013979-9;Aceptado;2;0;2;0;1;2;3;0;0
CC-011624-1;Aceptado;2;0;2;0;1;2;3;0;0
CC-016280-4;Pendiente;2;0;2;0;0;0;3;0;0
CC-016265-1;Aceptado;1;1;2;1;0;2;3;0;0
CC-014638-8;Aceptado;1;1;2;0;1;2;3;0;0
CC-016275-8;Pendiente;1;1;2;0;0;0;3;0;0
CC-016278-2;Pendiente;2;0;2;0;0;0;3;0;0
CC-010271-2;Aceptado;2;0;2;0;0;3;3;0;0
CC-015568-9;Pendiente;1;1;2;0;0;0;3;0;0
CC-016601-0;Aceptado;1;1;2;1;0;2;3;0;0
CC-016589-7;Aceptado;2;0;2;0;2;1;3;0;0
CC-016271-5;Pendiente;2;0;2;0;0;0;3;0;0
CC-016590-1;Aceptado;2;0;2;1;1;1;3;0;0
CC-011946-1;Aceptado;1;1;2;1;1;1;3;0;0
CC-014423-7;Aceptado;1;1;2;1;0;2;3;0;0
CC-016588-9;Aceptado;2;0;2;0;1;2;3;0;0
CC-016253-7;Aceptado;0;2;2;1;1;1;3;0;0
CC-016259-6;Pendiente;2;0;2;0;0;0;3;0;0
CC-016270-7;Pendiente;1;1;2;0;0;0;3;0;0
CC-016260-0;Aceptado;2;0;2;1;0;2;3;0;0
CC-016254-5;Pendiente;2;0;2;0;0;0;3;0;0
CC-002980-2;Aceptado;0;2;2;0;1;2;3;0;0
CC-110698-3;Pendiente;0;2;2;0;0;0;3;0;0
CC-016584-6;Aceptado;2;0;2;0;0;3;3;0;0
CC-016586-2;Pendiente;2;0;2;0;0;0;3;0;0
CC-016258-8;Aceptado;2;0;2;1;1;1;3;0;0
CC-000451-6;Aceptado;2;0;2;1;0;2;3;0;0
CC-016591-9;Pendiente;0;2;2;0;0;0;3;0;0
CC-017513-2;Aceptado;1;1;2;0;1;2;3;0;0
CC-016268-5;Pendiente;1;1;2;0;0;0;3;0;0
CC-016599-4;Aceptado;1;1;2;0;0;3;3;0;0
CC-016592-7;Aceptado;1;1;2;0;1;2;3;0;0
CC-016263-4;Pendiente;0;2;2;0;0;0;3;0;0
CC-016581-1;Pendiente;2;0;2;0;0;0;3;0;0
CC-016273-1;Aceptado;1;1;2;1;1;1;3;0;0
CC-016257-0;Aceptado;1;1;2;0;0;3;3;0;0
CC-012525-9;Aceptado;0;2;2;0;0;3;3;0;0
CC-016267-7;Pendiente;1;1;2;0;0;0;3;0;0
CC-012318-3;Aceptado;2;0;2;1;0;2;3;0;0
CC-016256-1;Pendiente;1;1;2;0;0;0;3;0;0
CC-016579-0;Aceptado;1;1;2;1;0;2;3;0;0
CC-016276-6;Pendiente;1;1;2;0;0;0;3;0;0
CC-016252-9;Aceptado;1;1;2;1;1;1;3;0;0
CC-017514-1;Pendiente;2;0;2;0;0;0;3;0;0
CC-016274-0;Pendiente;2;0;2;0;0;0;3;0;0
CC-016283-9;Pendiente;0;2;2;0;0;0;3;0;0
CC-016255-3;Pendiente;0;2;2;0;0;0;3;0;0
CC-016598-6;Aceptado;1;1;2;0;0;3;3;0;0
CC-011560-1;Aceptado;2;0;2;0;2;1;3;0;0
CC-017752-6;Aceptado;1;1;2;2;0;1;3;0;0
CC-016602-8;Aceptado;0;2;2;0;0;3;3;0;0
CC-016596-0;Aceptado;1;1;2;0;0;3;3;0;0
CC-016264-2;Pendiente;2;0;2;0;0;0;3;0;0
CC-016600-1;Aceptado;1;1;2;0;2;1;3;0;0
CE-016600-2;Aceptado;1;0;1;1;0;4;5;0;0
CC-016266-9;Pendiente;1;1;2;0;0;0;3;0;0
CC-016587-1;Aceptado;2;0;2;0;0;3;3;0;0
CC-016582-0;Pendiente;2;0;2;0;0;0;3;0;0
CC-016597-8;Aceptado;2;0;2;0;1;2;3;0;0
CC-016595-1;Aceptado;2;0;2;0;0;3;3;0;0
CC-016781-4;Aceptado;1;1;2;0;0;3;3;0;0
CC-016793-8;Aceptado;1;1;2;1;0;2;3;0;0
CC-016272-3;Pendiente;0;2;2;0;0;0;3;0;0
CC-016604-4;Aceptado;1;1;2;2;0;1;3;0;0
CC-016277-4;Pendiente;2;0;2;0;0;0;3;0;0
CC-001703-1;Aceptado;0;2;2;1;0;2;3;0;0
CC-003545-4;Aceptado;1;1;2;1;0;2;3;0;0
CC-011733-7;Aceptado;2;0;2;1;2;0;3;0;0
CC-016603-6;Pendiente;0;2;2;0;0;0;3;0;0
CE-016603-7;Pendiente;1;0;1;0;0;0;5;0;0
CC-016583-8;Aceptado;1;1;2;1;1;1;3;0;0
CC-016269-3;Aceptado;1;1;2;0;0;3;3;0;0
CE-016269-4;Aceptado;1;0;1;2;0;3;5;0;0
CC-016593-5;Pendiente;2;0;2;0;0;0;3;0;0
CC-010289-5;Aceptado;0;2;2;0;2;1;3;0;0
CC-016580-3;Pendiente;1;1;2;0;0;0;3;0;0
CC-016262-6;Pendiente;1;1;2;0;0;0;3;0;0
CE-016651-7;Aceptado;1;0;1;0;1;4;5;0;0
CE-013395-3;Aceptado;1;0;1;0;0;5;5;0;0
CE-016353-4;Pendiente;1;0;1;0;0;0;5;0;0
CE-016381-0;Aceptado;1;0;1;1;1;3;5;0;0
CE-016711-4;Aceptado;1;0;1;1;2;2;5;0;0
CE-016354-2;Aceptado;1;0;1;0;1;4;5;0;0
CE-016379-8;Aceptado;1;0;1;1;0;4;5;0;0
CE-016685-1;Pendiente;1;0;1;0;0;0;5;0;0
CE-016787-4;Pendiente;1;0;1;0;0;0;5;0;0
CE-008091-4;Aceptado;1;0;1;0;1;4;5;0;0
CE-016675-4;Pendiente;1;0;1;0;0;0;5;0;0
CE-016719-0;Pendiente;1;0;1;0;0;0;5;0;0
CE-016756-4;Aceptado;1;0;1;0;0;5;5;0;0
CE-011533-5;Aceptado;1;0;1;0;1;4;5;0;0
CE-016709-2;Aceptado;1;0;1;1;1;3;5;0;0
CE-016370-4;Pendiente;1;0;1;0;0;0;5;0;0
CE-016718-1;Pendiente;1;0;1;0;0;0;5;0;0
CE-011049-0;Aceptado;1;0;1;1;0;4;5;0;0
CE-016390-9;Pendiente;1;0;1;0;0;0;5;0;0
CE-016669-0;Pendiente;1;0;1;0;0;0;5;0;0
CE-016694-1;Aceptado;1;0;1;0;2;3;5;0;0
CE-001003-7;Aceptado;1;0;1;0;2;3;5;0;0
CE-016725-4;Pendiente;1;0;1;0;0;0;5;0;0
CE-016384-4;Aceptado;1;0;1;0;1;4;5;0;0
CE-016784-0;Pendiente;1;0;1;0;0;0;5;0;0
CE-016382-8;Aceptado;1;0;1;1;0;4;5;0;0
CE-016699-1;Aceptado;1;0;1;0;0;5;5;0;0
CE-016773-4;Pendiente;1;0;1;0;0;0;5;0;0
CE-011044-9;Aceptado;1;0;1;0;0;5;5;0;0
CE-012696-5;Aceptado;1;0;1;0;1;4;5;0;0
CE-016376-3;Pendiente;1;0;1;0;0;0;5;0;0
CE-014609-5;Aceptado;1;0;1;1;0;4;5;0;0
CE-016691-6;Aceptado;1;0;1;0;1;4;5;0;0
CE-009122-3;Aceptado;1;0;1;0;2;3;5;0;0
CE-016652-5;Pendiente;1;0;1;0;0;0;5;0;0
CE-008342-5;Aceptado;1;0;1;1;2;2;5;0;0
CE-016653-3;Pendiente;1;0;1;0;0;0;5;0;0
CE-016350-0;Pendiente;1;0;1;0;0;0;5;0;0
CE-016702-5;Pendiente;1;0;1;0;0;0;5;0;0
CE-016659-2;Aceptado;1;0;1;0;1;4;5;0;0
CE-016366-6;Aceptado;1;0;1;1;0;4;5;0;0
CE-016654-1;Aceptado;1;0;1;0;3;2;5;0;0
CE-016349-6;Aceptado;1;0;1;0;1;4;5;0;0
CE-017515-0;Aceptado;1;0;1;0;1;4;5;0;0
CE-017516-8;Aceptado;1;0;1;0;1;4;5;0;0
CE-016723-8;Pendiente;1;0;1;0;0;0;5;0;0
CE-016667-3;Aceptado;1;0;1;1;0;4;5;0;0
CE-016770-0;Pendiente;1;0;1;0;0;0;5;0;0
CE-016673-8;Aceptado;1;0;1;1;2;2;5;0;0
CE-016700-9;Aceptado;1;0;1;1;0;4;5;0;0
CE-016794-7;Pendiente;1;0;1;0;0;0;5;0;0
CE-016670-3;Aceptado;1;0;1;0;1;4;5;0;0
CE-016372-1;Aceptado;1;0;1;0;0;5;5;0;0
CE-016688-6;Aceptado;1;0;1;0;0;5;5;0;0
CE-016710-6;Pendiente;1;0;1;0;0;0;5;0;0
CE-016664-9;Aceptado;1;0;1;0;0;5;5;0;0
CE-016707-6;Aceptado;1;0;1;0;2;3;5;0;0
CE-016676-2;Pendiente;1;0;1;0;0;0;5;0;0
CE-016674-6;Pendiente;1;0;1;0;0;0;5;0;0
CE-113456-2;Aceptado;1;0;1;0;0;5;5;0;0
CE-016351-8;Aceptado;1;0;1;1;1;3;5;0;0
CE-016344-5;Aceptado;1;0;1;1;2;2;5;0;0
CE-016726-2;Pendiente;1;0;1;0;0;0;5;0;0
CE-014042-9;Aceptado;1;0;1;0;1;4;5;0;0
CE-016715-7;Aceptado;1;0;1;2;0;3;5;0;0
CE-016705-0;Pendiente;1;0;1;0;0;0;5;0;0
CE-016650-9;Pendiente;1;0;1;0;0;0;5;0;0
CE-016696-7;Pendiente;1;0;1;0;0;0;5;0;0
CE-016703-3;Aceptado;1;0;1;0;1;4;5;0;0
CE-016383-6;Pendiente;1;0;1;0;0;0;5;0;0
CE-016681-9;Aceptado;1;0;1;0;1;4;5;0;0
CE-016342-9;Aceptado;1;0;1;0;0;5;5;0;0
CE-016708-4;Aceptado;1;0;1;0;2;3;5;0;0
CE-016341-1;Pendiente;1;0;1;0;0;0;5;0;0
CE-016360-7;Pendiente;1;0;1;0;0;0;5;0;0
CE-016380-1;Pendiente;1;0;1;0;0;0;5;0;0
CE-016679-7;Aceptado;1;0;1;0;0;5;5;0;0
CE-017517-6;Aceptado;1;0;1;0;1;4;5;0;0
CE-016358-5;Pendiente;1;0;1;0;0;0;5;0;0
CE-016755-6;Pendiente;1;0;1;0;0;0;5;0;0
CE-016657-6;Pendiente;1;0;1;0;0;0;5;0;0
CE-016724-6;Aceptado;1;0;1;0;1;4;5;0;0
CE-016355-1;Aceptado;1;0;1;1;0;4;5;0;0
CE-016377-1;Pendiente;1;0;1;0;0;0;5;0;0
CE-016658-4;Aceptado;1;0;1;1;1;3;5;0;0
CE-014026-7;Aceptado;1;0;1;0;0;5;5;0;0
CE-008831-1;Pendiente;1;0;1;0;0;0;5;0;0
CE-016689-4;Aceptado;1;0;1;0;1;4;5;0;0
CE-016357-7;Pendiente;1;0;1;0;0;0;5;0;0
CE-016356-9;Aceptado;1;0;1;0;2;3;5;0;0
CE-007957-6;Pendiente;1;0;1;0;0;0;5;0;0
CE-016671-1;Aceptado;1;0;1;0;1;4;5;0;0
CE-016720-3;Aceptado;1;0;1;0;1;4;5;0;0
CE-016678-9;Aceptado;1;0;1;0;0;5;5;0;0
CE-016373-9;Aceptado;1;0;1;1;0;4;5;0;0
CE-016771-8;Pendiente;1;0;1;0;0;0;5;0;0
CE-016655-0;Aceptado;1;0;1;0;0;5;5;0;0
CE-016374-7;Pendiente;1;0;1;0;0;0;5;0;0
CE-016682-7;Aceptado;1;0;1;1;0;4;5;0;0
CE-016385-2;Aceptado;1;0;1;0;1;4;5;0;0
CE-016363-1;Aceptado;1;0;1;1;0;4;5;0;0
CE-004505-1;Pendiente;1;0;1;0;0;0;5;0;0
CE-016364-0;Aceptado;1;0;1;0;1;4;5;0;0
CE-010877-1;Aceptado;1;0;1;1;0;4;5;0;0
CE-016687-8;Aceptado;1;0;1;0;2;3;5;0;0
CE-016378-0;Pendiente;1;0;1;0;0;0;5;0;0
CE-016367-4;Pendiente;1;0;1;0;0;0;5;0;0
CE-016684-3;Pendiente;1;0;1;0;0;0;5;0;0
CE-016683-5;Aceptado;1;0;1;0;0;5;5;0;0
CE-114644-7;Aceptado;1;0;1;1;0;4;5;0;0
CE-016716-5;Pendiente;1;0;1;0;0;0;5;0;0
CE-016713-1;Aceptado;1;0;1;0;0;5;5;0;0
CE-016386-1;Aceptado;1;0;1;0;0;5;5;0;0
CE-016672-0;Aceptado;1;0;1;0;0;5;5;0;0
CE-016365-8;Pendiente;1;0;1;0;0;0;5;0;0
CE-016706-8;Pendiente;1;0;1;0;0;0;5;0;0
CE-016662-2;Aceptado;1;0;1;0;2;3;5;0;0
CE-016704-1;Aceptado;1;0;1;0;1;4;5;0;0
CE-016697-5;Pendiente;1;0;1;0;0;0;5;0;0
CE-016695-9;Aceptado;1;0;1;0;0;5;5;0;0
CE-016701-7;Aceptado;1;0;1;1;0;4;5;0;0
CE-012986-7;Aceptado;1;0;1;0;0;5;5;0;0
CE-014948-5;Aceptado;1;0;1;0;1;4;5;0;0
CE-016361-5;Aceptado;1;0;1;1;0;4;5;0;0
CE-016692-4;Pendiente;1;0;1;0;0;0;5;0;0
CE-505406-7;Aceptado;1;0;1;0;1;4;5;0;0
CE-016368-2;Pendiente;1;0;1;0;0;0;5;0;0
CE-011107-1;Aceptado;1;0;1;1;1;3;5;0;0
CE-010696-4;Aceptado;1;0;1;1;0;4;5;0;0
CE-016348-8;Aceptado;1;0;1;0;1;4;5;0;0
CE-016387-9;Aceptado;1;0;1;0;0;5;5;0;0
CE-016362-3;Pendiente;1;0;1;0;0;0;5;0;0
CE-016388-7;Aceptado;1;0;1;2;0;3;5;0;0
CE-016389-5;Aceptado;1;0;1;0;0;5;5;0;0
CE-016782-3;Aceptado;1;0;1;0;1;4;5;0;0
CE-016661-4;Aceptado;1;0;1;0;1;4;5;0;0
CE-016375-5;Aceptado;1;0;1;0;0;5;5;0;0
CE-016338-1;Aceptado;1;0;1;1;1;3;5;0;0
CE-016722-0;Pendiente;1;0;1;0;0;0;5;0;0
CE-016680-1;Aceptado;1;0;1;0;2;3;5;0;0
CE-016690-8;Aceptado;1;0;1;0;0;5;5;0;0
CE-311033-4;Pendiente;1;0;1;0;0;0;5;0;0
CE-016352-6;Aceptado;1;0;1;1;1;3;5;0;0
CE-016660-6;Pendiente;1;0;1;0;0;0;5;0;0
CE-016686-0;Pendiente;1;0;1;0;0;0;5;0;0
CE-016677-1;Aceptado;1;0;1;0;1;4;5;0;0
CE-016712-2;Aceptado;1;0;1;0;1;4;5;0;0
CE-016648-7;Pendiente;1;0;1;0;0;0;5;0;0
CE-016663-1;Pendiente;1;0;1;0;0;0;5;0;0
CE-016647-9;Pendiente;1;0;1;0;0;0;5;0;0
CE-016772-6;Pendiente;1;0;1;0;0;0;5;0;0
CE-016698-3;Aceptado;1;0;1;0;0;5;5;0;0
CE-016693-2;Aceptado;1;0;1;1;0;4;5;0;0
CE-016371-2;Pendiente;1;0;1;0;0;0;5;0;0
CE-016359-3;Pendiente;1;0;1;0;0;0;5;0;0
CE-016343-7;Pendiente;1;0;1;0;0;0;5;0;0
CE-016666-5;Pendiente;1;0;1;0;0;0;5;0;0
CE-016369-1;Aceptado;1;0;1;1;0;4;5;0;0
CE-016656-8;Aceptado;1;0;1;0;2;3;5;0;0
CE-016774-2;Pendiente;1;0;1;0;0;0;5;0;0
CE-016714-9;Pendiente;1;0;1;0;0;0;5;0;0
CE-016665-7;Aceptado;1;0;1;2;1;2;5;0;0
CE-016345-3;Aceptado;1;0;1;0;1;4;5;0;0
CE-016668-1;Aceptado;1;0;1;0;1;4;5;0;0
CE-016346-1;Aceptado;1;0;1;0;1;4;5;0;0
CE-016717-3;Pendiente;1;0;1;0;0;0;5;0;0
CE-016721-1;Pendiente;1;0;1;0;0;0;5;0;0
CE-016649-5;Aceptado;1;0;1;1;0;4;5;0;0
CE-016783-1;Aceptado;1;0;1;0;0;5;5;0;0
CE-016775-1;Aceptado;1;0;1;0;2;3;5;0;0
CE-016727-1;Aceptado;1;0;1;0;1;4;5;0;0
CE-016347-0;Pendiente;1;0;1;0;0;0;5;0;0
CE-016340-2;Aceptado;1;0;1;0;1;4;5;0;0
CE-016339-9;Pendiente;1;0;1;0;0;0;5;0;0
CA-016391-6;Aceptado;2;0;2;1;1;1;3;0;0
CA-016741-5;Pendiente;1;1;2;0;0;0;3;0;0
CA-016742-3;Pendiente;1;1;2;0;0;0;3;0;0
CB-016393-3;Aceptado;1;1;2;1;0;2;3;0;0
CB-016394-1;Pendiente;1;1;2;0;0;0;3;0;0
CB-016758-1;Aceptado;2;0;2;1;0;2;3;1;0
CB-016392-5;Pendiente;2;0;2;0;0;0;3;0;0
CB-016757-2;Aceptado;2;0;2;1;0;2;3;0;0
CB-016746-7;Pendiente;2;0;2;0;0;0;3;0;0
CB-016745-9;Pendiente;2;0;2;0;0;0;3;0;0
CB-016743-2;Aceptado;1;1;2;0;2;1;3;0;0
CB-016744-1;Aceptado;0;2;2;0;0;3;3;0;0
CC-016395-9;Aceptado;2;0;2;1;0;2;3;0;0
CC-016759-8;Aceptado;1;1;2;0;0;3;3;0;0
