propuesta;estado_inscripcion;fecha_ultimo_examen;anio_ultima_reinscripcion;regular;calidad;segundo_anio;rango_promedios;examenes_1er_semestre;avance_ingreso;avance_1er_semestre;avance_carrera
134;Pendiente;;2021.0;S;A;N;Alto;N;0.0;0.0;0.1
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;18/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.125
134;Aceptado;03/08/2021;2021.0;S;A;S;Alto;N;1.0;0.3333333333333333;0.15
134;Aceptado;;;N;P;N;Medio;N;0.0;0.0;0.025
134;Pendiente;;2021.0;S;A;N;Medio;N;0.0;0.0;0.05
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;;;N;P;N;Bajo;N;0.0;0.3333333333333333;0.0
134;Aceptado;;2021.0;S;A;N;Alto;N;1.0;0.3333333333333333;0.05
134;Aceptado;19/08/2021;2021.0;S;A;S;Medio;N;1.0;0.3333333333333333;0.225
134;Pendiente;20/03/2021;2021.0;S;A;N;Medio;N;1.0;0.0;0.075
134;Pendiente;;2021.0;S;A;S;Medio;N;0.5;0.0;0.175
134;Aceptado;20/08/2021;2021.0;S;A;N;Alto;N;0.5;0.3333333333333333;0.075
134;Pendiente;;;N;P;N;Bajo;N;0.0;0.0;0.0
134;Aceptado;16/03/2021;2021.0;S;A;N;Medio;A;0.5;0.3333333333333333;0.075
134;Pendiente;20/08/2021;2021.0;S;A;N;Medio;N;1.0;0.0;0.1
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;;2021.0;S;A;S;Medio;N;0.5;0.6666666666666666;0.125
134;Aceptado;;;N;P;N;Medio;N;0.5;0.3333333333333333;0.025
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.275
134;Aceptado;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.075
134;Aceptado;;2021.0;S;A;N;Alto;N;1.0;0.0;0.075
134;Pendiente;05/08/2021;2021.0;S;A;N;Alto;N;1.0;0.0;0.1
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.05
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;;2021.0;S;A;N;Alto;N;1.0;0.6666666666666666;0.075
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.075
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Pendiente;20/08/2021;2021.0;S;A;N;Alto;N;1.0;0.0;0.1
134;Aceptado;;2021.0;S;A;S;Alto;N;1.0;0.6666666666666666;0.125
134;Pendiente;19/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.325
134;Pendiente;19/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.3
134;Pendiente;17/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.25
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.075
134;Pendiente;;;N;P;N;Alto;N;1.0;0.0;0.025
134;Aceptado;;;N;P;N;Bajo;N;0.0;0.6666666666666666;0.0
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.05
134;Aceptado;;2021.0;S;A;N;Alto;N;0.0;0.0;0.1
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.05
134;Aceptado;;;N;P;N;Alto;N;0.5;0.0;0.025
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.1
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.05
134;Pendiente;;2021.0;S;A;N;Medio;N;0.0;0.0;0.1
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.075
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.3
134;Aceptado;;;N;P;N;Medio;N;0.0;1.0;0.025
134;Pendiente;;;N;P;N;Medio;N;0.5;0.0;0.025
134;Pendiente;03/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.175
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.05
134;Aceptado;20/08/2021;2021.0;S;A;S;Alto;N;0.5;1.0;0.425
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.05
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.05
134;Aceptado;;;N;P;N;Alto;N;1.0;0.6666666666666666;0.025
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;2021.0;S;A;S;Alto;N;0.5;0.6666666666666666;0.175
134;Pendiente;19/12/2020;2021.0;S;A;S;Medio;N;1.0;0.0;0.125
134;Aceptado;05/08/2021;2021.0;S;A;S;Medio;N;1.0;0.3333333333333333;0.7
134;Aceptado;;;N;P;N;Medio;N;1.0;0.6666666666666666;0.025
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.05
134;Pendiente;;;N;P;N;Medio;N;1.0;0.0;0.025
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.05
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.05
134;Pendiente;;;N;P;N;Alto;N;0.5;0.0;0.025
134;Pendiente;20/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.4
134;Aceptado;18/08/2021;2021.0;S;A;S;Alto;N;1.0;0.3333333333333333;0.25
134;Pendiente;18/08/2021;2021.0;S;A;N;Medio;N;1.0;0.0;0.1
134;Aceptado;16/03/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.35
134;Aceptado;;;N;P;N;Alto;I;0.5;0.6666666666666666;0.025
134;Aceptado;;;N;P;N;Medio;N;0.5;0.3333333333333333;0.025
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;19/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.3
134;Aceptado;18/08/2021;2021.0;S;A;S;Alto;N;1.0;0.3333333333333333;0.275
134;Aceptado;18/08/2021;2021.0;S;A;S;Alto;N;0.5;0.3333333333333333;0.2
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.075
134;Aceptado;;;N;P;N;Medio;N;0.5;0.0;0.025
134;Aceptado;23/08/2021;2021.0;S;A;N;Medio;N;0.5;0.6666666666666666;0.1
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.3
134;Aceptado;20/08/2021;2021.0;S;A;N;Medio;N;0.5;0.0;0.1
134;Aceptado;;;N;P;N;Alto;N;0.5;0.3333333333333333;0.025
134;Aceptado;;2021.0;S;A;S;Alto;N;1.0;0.6666666666666666;0.15
134;Aceptado;18/08/2021;2021.0;S;A;S;Alto;N;0.5;0.3333333333333333;0.125
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.1
134;Pendiente;20/08/2021;2021.0;S;A;S;Medio;N;1.0;0.0;0.3
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;;2021.0;S;A;N;Medio;N;1.0;0.0;0.05
134;Pendiente;;;N;P;N;Alto;N;1.0;0.0;0.025
134;Pendiente;20/08/2021;2021.0;S;A;N;Medio;N;0.5;0.0;0.075
134;Aceptado;;2021.0;S;A;S;Medio;N;0.5;0.3333333333333333;0.375
134;Pendiente;17/12/2020;2021.0;S;A;N;Medio;N;0.5;0.0;0.075
134;Pendiente;20/03/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.2
134;Pendiente;23/08/2021;2021.0;S;A;S;Medio;N;1.0;0.0;0.3
134;Aceptado;23/02/2021;2021.0;S;A;N;Alto;N;0.5;0.6666666666666666;0.05
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;18/08/2021;2021.0;S;A;N;Medio;N;1.0;0.0;0.075
134;Pendiente;20/08/2021;2021.0;S;A;S;Medio;N;0.5;0.0;0.325
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.25
134;Aceptado;;2021.0;S;A;N;Alto;N;0.5;0.6666666666666666;0.05
134;Pendiente;;2021.0;S;A;N;Alto;N;0.0;0.0;0.05
134;Pendiente;20/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.3
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.075
134;Aceptado;18/08/2021;2021.0;S;A;S;Medio;N;0.5;0.0;0.55
134;Pendiente;;2021.0;S;A;N;Alto;N;0.0;0.0;0.075
134;Pendiente;;;N;P;N;Alto;N;0.5;0.0;0.025
134;Pendiente;23/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.175
134;Aceptado;;;N;P;N;Bajo;N;1.0;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.05
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;;2021.0;S;A;N;Medio;N;0.0;0.3333333333333333;0.05
134;Aceptado;;2021.0;S;A;N;Alto;N;1.0;0.3333333333333333;0.075
134;Pendiente;20/08/2021;2021.0;S;A;N;Alto;N;1.0;0.0;0.075
134;Aceptado;19/08/2021;2021.0;S;A;S;Medio;N;1.0;0.0;0.325
134;Pendiente;16/03/2021;2021.0;S;A;S;Medio;N;0.5;0.0;0.125
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.05
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.05
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.075
134;Pendiente;23/08/2021;2021.0;S;A;S;Medio;N;1.0;0.0;0.175
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;18/08/2021;2021.0;S;A;S;Alto;N;1.0;0.6666666666666666;0.175
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.25
134;Pendiente;;;N;P;N;Alto;N;0.0;0.0;0.025
134;Pendiente;;;N;P;N;Medio;N;0.5;0.0;0.025
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;;N;P;N;Bajo;N;1.0;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;A;S;Medio;N;0.5;0.0;0.125
134;Aceptado;16/03/2021;2021.0;S;A;N;Medio;N;0.5;0.3333333333333333;0.075
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.05
134;Pendiente;;;N;P;N;Medio;N;0.5;0.0;0.025
134;Pendiente;07/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.2
134;Aceptado;;;N;P;N;Alto;N;1.0;0.3333333333333333;0.025
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.05
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.6666666666666666;0.0
134;Pendiente;19/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.275
134;Pendiente;20/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.3
134;Pendiente;;2021.0;S;A;S;Alto;N;0.5;0.0;0.15
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.3
134;Aceptado;04/08/2021;2021.0;S;A;S;Alto;N;0.5;0.6666666666666666;0.875
134;Pendiente;;;N;P;N;Medio;N;1.0;0.0;0.025
134;Aceptado;20/08/2021;2021.0;S;A;S;Medio;N;1.0;0.0;0.75
134;Pendiente;17/08/2021;2021.0;S;A;N;Medio;N;0.5;0.0;0.05
134;Aceptado;;2021.0;S;A;N;Medio;N;1.0;0.3333333333333333;0.05
134;Pendiente;;;N;P;N;Medio;N;0.5;0.0;0.025
134;Aceptado;;2021.0;S;A;S;Medio;N;0.5;0.3333333333333333;0.25
134;Aceptado;;;N;P;N;Medio;N;1.0;0.6666666666666666;0.025
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.15
134;Aceptado;;2021.0;S;A;N;Alto;N;1.0;0.3333333333333333;0.1
134;Pendiente;18/08/2021;2021.0;S;A;S;Medio;N;0.0;0.0;0.225
134;Pendiente;18/08/2021;2021.0;S;A;N;Medio;N;1.0;0.0;0.075
134;Aceptado;;2021.0;S;A;N;Medio;N;0.5;0.6666666666666666;0.075
134;Aceptado;20/08/2021;2021.0;S;A;N;Alto;N;0.5;0.3333333333333333;0.1
134;Pendiente;20/03/2021;2021.0;S;A;S;Medio;N;0.0;0.0;0.175
134;Pendiente;;;N;P;N;Alto;N;0.5;0.0;0.025
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.05
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.6666666666666666;0.0
134;Aceptado;23/08/2021;2021.0;S;A;N;Medio;N;1.0;0.0;0.1
134;Pendiente;16/03/2021;2021.0;S;A;N;Alto;N;1.0;0.0;0.1
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.05
134;Pendiente;17/03/2021;2021.0;S;A;N;Medio;N;0.5;0.0;0.075
134;Aceptado;21/08/2021;2021.0;S;A;S;Alto;N;1.0;0.3333333333333333;0.55
134;Aceptado;;;N;P;N;Bajo;N;0.0;0.0;0.0
134;Pendiente;;2021.0;S;A;N;Alto;N;0.0;0.0;0.05
134;Pendiente;;;N;P;N;Alto;N;0.5;0.0;0.025
134;Pendiente;;;N;P;N;Bajo;N;0.0;0.0;0.0
134;Aceptado;;2021.0;S;A;N;Medio;N;0.5;0.3333333333333333;0.1
134;Pendiente;20/08/2021;2021.0;S;A;N;Medio;N;0.5;0.0;0.05
134;Pendiente;;;N;P;N;Medio;N;0.5;0.0;0.025
134;Pendiente;;;N;P;N;Medio;N;1.0;0.0;0.025
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;;2021.0;S;A;N;Alto;N;0.0;0.0;0.075
134;Pendiente;;;N;P;N;Medio;N;0.5;0.0;0.025
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.05
134;Aceptado;;;N;P;N;Bajo;N;1.0;0.3333333333333333;0.0
134;Aceptado;18/03/2021;2021.0;S;A;S;Alto;I;1.0;0.0;0.45
134;Aceptado;18/08/2021;2021.0;S;A;S;Alto;N;1.0;0.3333333333333333;0.125
134;Pendiente;16/03/2021;2021.0;S;A;S;Medio;N;0.5;0.0;0.2
134;Pendiente;;2021.0;S;A;N;Alto;N;0.0;0.0;0.05
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;;N;P;N;Medio;N;0.5;0.0;0.025
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.075
134;Aceptado;18/08/2021;2021.0;S;A;N;Alto;N;0.5;0.3333333333333333;0.075
134;Aceptado;;2021.0;S;A;N;Alto;N;1.0;0.3333333333333333;0.05
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;18/03/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.125
134;Aceptado;;;N;P;N;Medio;N;0.0;0.0;0.025
134;Aceptado;;;N;P;N;Bajo;N;1.0;0.6666666666666666;0.0
134;Pendiente;;2021.0;S;A;N;Alto;N;0.0;0.0;0.075
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.05
134;Aceptado;;;N;P;N;Medio;N;0.5;0.6666666666666666;0.025
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;;2021.0;S;A;N;Alto;N;1.0;0.6666666666666666;0.075
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.1
134;Pendiente;;;N;P;N;Bajo;N;0.0;0.0;0.0
134;Aceptado;;2021.0;S;A;N;Medio;N;0.5;0.3333333333333333;0.05
134;Aceptado;;;N;P;N;Medio;N;0.5;0.3333333333333333;0.025
134;Pendiente;20/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.125
134;Aceptado;18/08/2021;2021.0;S;A;S;Medio;N;0.0;0.6666666666666666;0.15
134;Pendiente;16/03/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.175
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.05
134;Pendiente;03/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.175
134;Aceptado;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;23/08/2021;2021.0;S;A;S;Alto;N;0.5;0.3333333333333333;0.125
134;Pendiente;;2021.0;S;A;N;Medio;N;1.0;0.0;0.075
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.05
134;Pendiente;18/08/2021;2021.0;S;A;S;Medio;N;1.0;0.0;0.125
134;Pendiente;20/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.225
134;Pendiente;;;N;P;N;Alto;N;1.0;0.0;0.025
134;Pendiente;;;N;P;N;Alto;N;1.0;0.0;0.025
134;Pendiente;;2021.0;S;A;S;Alto;N;0.5;0.0;0.125
134;Pendiente;15/03/2021;2021.0;S;A;N;Alto;N;0.5;0.0;0.075
134;Pendiente;20/03/2021;2021.0;S;A;N;Alto;N;0.5;0.0;0.075
134;Aceptado;;;N;P;N;Alto;N;1.0;0.6666666666666666;0.025
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Aceptado;;2021.0;S;A;N;Alto;N;0.5;1.0;0.05
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.2
134;Aceptado;;;N;P;N;Bajo;N;1.0;0.6666666666666666;0.0
134;Pendiente;23/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.3
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.6666666666666666;0.0
134;Pendiente;;;N;P;N;Alto;N;1.0;0.0;0.025
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;;2021.0;S;A;N;Alto;N;1.0;0.6666666666666666;0.05
134;Pendiente;;;N;P;N;Bajo;N;0.0;0.0;0.0
134;Aceptado;18/08/2021;2021.0;S;A;S;Alto;N;0.5;0.3333333333333333;0.25
134;Aceptado;18/08/2021;2021.0;S;A;S;Medio;N;0.5;0.3333333333333333;0.2
134;Pendiente;20/08/2021;2021.0;S;A;S;Medio;N;0.5;0.0;0.125
134;Pendiente;;2021.0;S;A;S;Alto;N;0.5;0.0;0.15
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.175
134;Aceptado;18/08/2021;2021.0;S;A;S;Alto;N;0.5;0.6666666666666666;0.35
134;Aceptado;21/08/2021;2021.0;S;A;S;Medio;N;1.0;0.6666666666666666;0.5
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.05
134;Pendiente;19/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.175
134;Aceptado;03/08/2021;2021.0;S;A;N;Alto;N;0.5;0.3333333333333333;0.075
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;17/03/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.65
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.075
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.075
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Aceptado;18/08/2021;2021.0;S;A;S;Medio;N;1.0;0.3333333333333333;0.2
134;Pendiente;;;N;P;N;Medio;N;0.0;0.0;0.025
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.075
134;Pendiente;;;N;P;N;Alto;N;1.0;0.0;0.025
134;Aceptado;;2021.0;S;A;N;Alto;N;0.5;0.3333333333333333;0.05
134;Pendiente;03/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.125
134;Pendiente;23/08/2021;2021.0;S;A;N;Alto;N;0.5;0.0;0.1
134;Aceptado;;;N;P;N;Medio;N;0.0;1.0;0.025
134;Pendiente;;;N;P;N;Bajo;N;1.0;0.0;0.0
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.1
134;Aceptado;19/08/2021;2021.0;S;A;S;Alto;N;0.5;0.3333333333333333;0.375
134;Pendiente;23/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.275
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.05
134;Pendiente;23/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.15
134;Aceptado;;2021.0;S;A;N;Medio;N;0.5;0.3333333333333333;0.1
134;Pendiente;;;N;P;N;Alto;N;0.5;0.0;0.025
134;Aceptado;;2021.0;S;A;N;Medio;N;0.0;0.6666666666666666;0.05
134;Pendiente;;2021.0;S;A;S;Medio;N;1.0;0.0;0.3
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.05
134;Aceptado;18/08/2021;2021.0;S;A;S;Alto;N;0.5;0.3333333333333333;0.2
134;Pendiente;17/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.225
134;Aceptado;;;N;P;N;Bajo;N;0.0;0.0;0.0
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.1
134;Pendiente;23/08/2021;2021.0;S;A;S;Medio;N;1.0;0.0;0.5
134;Pendiente;20/08/2021;2021.0;S;A;N;Alto;N;1.0;0.0;0.1
134;Pendiente;20/08/2021;2021.0;S;A;N;Alto;N;0.5;0.0;0.1
134;Aceptado;04/08/2021;2021.0;S;A;N;Medio;N;0.5;0.0;0.075
134;Pendiente;;2021.0;S;A;N;Medio;N;0.5;0.0;0.075
134;Pendiente;;2021.0;S;A;S;Alto;N;1.0;0.0;0.125
134;Aceptado;18/08/2021;2021.0;S;A;N;Alto;N;0.5;0.3333333333333333;0.1
134;Pendiente;;;N;P;N;Medio;N;1.0;0.0;0.025
134;Aceptado;07/08/2021;2021.0;S;A;S;Medio;N;1.0;0.3333333333333333;0.65
134;Pendiente;23/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.125
134;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
134;Aceptado;23/08/2021;2021.0;S;A;S;Medio;N;0.5;0.3333333333333333;0.35
134;Aceptado;;2021.0;S;A;N;Alto;N;0.0;1.0;0.1
134;Pendiente;23/08/2021;2021.0;S;A;S;Alto;N;0.0;0.0;0.15
134;Pendiente;18/08/2021;2021.0;S;A;S;Medio;N;1.0;0.0;0.275
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.1
134;Pendiente;;2021.0;S;A;N;Alto;N;0.5;0.0;0.05
134;Aceptado;;2021.0;S;A;S;Alto;N;0.5;0.3333333333333333;0.15
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.225
134;Pendiente;19/08/2021;2021.0;S;A;S;Alto;N;0.5;0.0;0.2
134;Pendiente;;2021.0;S;A;N;Alto;N;1.0;0.0;0.075
134;Pendiente;18/08/2021;2021.0;S;A;S;Alto;N;1.0;0.0;0.225
134;Aceptado;;2021.0;S;A;N;Medio;N;0.5;0.0;0.1
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
130;Aceptado;;2021.0;S;A;S;Alto;N;1.0;0.6666666666666666;0.23809523809523808
130;Pendiente;;;N;P;N;Bajo;N;0.5;0.0;0.0
130;Pendiente;17/08/2021;2021.0;S;A;S;Medio;N;0.5;0.0;0.23809523809523808
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.3333333333333333;0.0
134;Pendiente;;;N;P;N;Alto;N;0.5;0.0;0.025
134;Aceptado;16/03/2021;2021.0;S;A;S;Medio;I;1.0;0.3333333333333333;0.2
134;Pendiente;;;N;P;N;Alto;N;1.0;0.0;0.025
134;Pendiente;05/08/2021;2021.0;S;A;S;Medio;N;1.0;0.0;0.2
134;Pendiente;05/08/2021;2021.0;S;A;S;Medio;N;1.0;0.0;0.2
134;Aceptado;;;N;P;N;Bajo;N;0.5;0.6666666666666666;0.0
134;Aceptado;;;N;P;N;Alto;N;0.0;0.0;0.025
