propuesta;avance_ingreso;avance_1er_semestre;avance_carrera;segundo_anio_N;segundo_anio_S;rango_promedios_Alto;rango_promedios_Bajo;rango_promedios_Medio;examenes_1er_semestre_A;examenes_1er_semestre_I;examenes_1er_semestre_N;estadoN_A;estadoN_P;rindio_examen_N;rindio_examen_S
130;1.0;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;1;0
130;1.0;0.0;125.0;0;1;0;0;1;0;0;1;0;1;0;1
130;1.0;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.0;0.1428571428571428;0;1;1;0;0;0;0;1;0;1;1;0
130;1.0;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.0;0.05;1;0;0;0;1;0;0;1;1;0;1;0
130;0.0;0.0;0.2619047619047619;0;1;1;0;0;0;0;1;1;0;0;1
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;0.0;0.0714285714285714;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;0.3333333333333333;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;0.6666666666666666;0.3809523809523809;0;1;0;0;1;0;0;1;0;1;1;0
130;0.5;0.3333333333333333;0.0476190476190476;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;0.0;0.0;0.119047619047619;0;1;0;0;1;0;0;1;1;0;0;1
130;1.0;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
130;0.0;0.6666666666666666;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;1.0;0.0;0.0952380952380952;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;1;0;1;0
130;0.5;0.3333333333333333;0.3571428571428571;0;1;0;0;1;0;0;1;1;0;1;0
130;0.5;0.6666666666666666;0.1428571428571428;0;1;1;0;0;0;0;1;1;0;1;0
130;0.0;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;0.5;0.0;0.119047619047619;0;1;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.0714285714285714;1;0;1;0;0;0;0;1;0;1;0;1
130;1.0;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;0;1;1;0
130;1.0;0.3333333333333333;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;0.5;0.6666666666666666;0.119047619047619;0;1;1;0;0;0;0;1;0;1;1;0
130;0.5;0.0;0.0714285714285714;1;0;0;0;1;0;0;1;1;0;1;0
130;0.5;0.3333333333333333;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;1;0
130;0.0;0.0;0.1428571428571428;0;1;1;0;0;0;0;1;1;0;1;0
130;1.0;0.0;0.0238095238095238;1;0;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0952380952380952;1;0;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.4285714285714285;0;1;0;0;1;0;0;1;0;1;1;0
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;1.0;0.0;0.1428571428571428;0;1;0;0;1;0;0;1;0;1;0;1
130;1.0;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0714285714285714;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.0;25.0;1;0;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;1;0
130;1.0;0.0;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;1.0;25.0;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.6666666666666666;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0714285714285714;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.3333333333333333;0.238095238095238;0;1;1;0;0;0;0;1;1;0;0;1
130;1.0;0.0;0.119047619047619;0;1;0;0;1;0;0;1;0;1;1;0
130;0.5;0.3333333333333333;0.6904761904761905;0;1;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.4285714285714285;0;1;1;0;0;0;0;1;0;1;0;1
130;0.5;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;0.0;0.0;0.05;1;0;1;0;0;0;0;1;0;1;1;0
130;0.5;0.0;0.119047619047619;0;1;1;0;0;0;0;1;0;1;0;1
130;0.0;0.3333333333333333;0.0952380952380952;1;0;1;0;0;0;0;1;1;0;0;1
130;0.0;0.3333333333333333;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;0.5;0.0;0.1428571428571428;0;1;1;0;0;1;0;0;0;1;0;1
130;0.0;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.0;0.0952380952380952;1;0;0;0;1;0;0;1;0;1;0;1
130;1.0;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.6666666666666666;0.7857142857142857;0;1;1;0;0;0;0;1;0;1;1;0
130;0.5;0.0;0.4047619047619047;0;1;1;0;0;0;0;1;0;1;0;1
130;0.0;0.0;0.3809523809523809;0;1;0;0;1;0;0;1;1;0;1;0
130;0.5;0.3333333333333333;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;0.5;0.3333333333333333;0.0714285714285714;1;0;1;0;0;0;0;1;1;0;0;1
130;0.5;0.3333333333333333;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;1.0;0.3333333333333333;0.05;1;0;1;0;0;0;0;1;0;1;1;0
130;1.0;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;0.0;0.6666666666666666;0.0238095238095238;1;0;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;0.0;0.3333333333333333;0.1428571428571428;0;1;1;0;0;0;0;1;1;0;0;1
130;0.5;0.3333333333333333;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;0.5;0.6666666666666666;0.0476190476190476;1;0;0;0;1;0;1;0;1;0;1;0
130;0.5;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.0;0.0952380952380952;1;0;1;0;0;0;0;1;0;1;0;1
130;0.5;0.3333333333333333;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;0.5;0.0;0.119047619047619;0;1;1;0;0;0;0;1;1;0;0;1
130;0.5;0.0;0.2142857142857142;0;1;1;0;0;0;0;1;0;1;0;1
130;0.0;0.0;0.0714285714285714;1;0;1;0;0;0;0;1;1;0;0;1
130;0.5;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;1.0;0.3333333333333333;0.2857142857142857;0;1;0;0;1;0;0;1;0;1;1;0
130;1.0;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;0;1
130;0.5;0.6666666666666666;0.3333333333333333;0;1;1;0;0;0;0;1;1;0;1;0
130;1.0;0.0;0.0952380952380952;1;0;0;0;1;0;0;1;0;1;0;1
130;1.0;0.0;0.2857142857142857;0;1;1;0;0;0;0;1;1;0;0;1
130;0.5;0.6666666666666666;0.3333333333333333;0;1;1;0;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;0.0;0.0;225.0;0;1;1;0;0;0;0;1;0;1;0;1
130;0.5;0.3333333333333333;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;1.0;0.3333333333333333;0.0238095238095238;1;0;1;0;0;0;0;1;0;1;1;0
130;1.0;0.0;0.0714285714285714;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.0;75.0;1;0;0;0;1;0;0;1;1;0;0;1
130;0.5;0.0;0.0238095238095238;1;0;0;0;1;0;0;1;1;0;1;0
130;1.0;0.0;0.0952380952380952;1;0;1;0;0;0;0;1;0;1;0;1
130;0.5;0.3333333333333333;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;1;0
130;0.0;0.6666666666666666;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;0.6666666666666666;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;1.0;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;0;1;1;0
130;0.5;0.3333333333333333;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;1.0;0.6666666666666666;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;0.5;0.0;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.6666666666666666;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;1.0;0.0;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;0.5;1.0;0.4047619047619047;0;1;1;0;0;0;0;1;0;1;0;1
130;0.5;0.3333333333333333;0.0714285714285714;1;0;0;0;1;0;0;1;0;1;0;1
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;1.0;0.3333333333333333;0.238095238095238;0;1;1;0;0;1;0;0;0;1;0;1
130;0.5;0.3333333333333333;0.3809523809523809;0;1;1;0;0;0;0;1;1;0;1;0
130;1.0;0.6666666666666666;0.0476190476190476;1;0;0;0;1;1;0;0;0;1;1;0
130;0.5;0.3333333333333333;0.3809523809523809;0;1;1;0;0;0;0;1;0;1;1;0
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;0.5;0.0;0.0952380952380952;1;0;1;0;0;0;0;1;1;0;0;1
130;0.5;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;0;1;1;0
130;0.5;0.0;75.0;1;0;0;0;1;0;0;1;0;1;0;1
130;1.0;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;1;0;1;0
130;0.5;0.3333333333333333;0.0238095238095238;1;0;1;0;0;0;1;0;0;1;1;0
130;1.0;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;1.0;0.0;0.0952380952380952;1;0;1;0;0;0;0;1;0;1;0;1
130;0.5;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.6666666666666666;0.0238095238095238;1;0;1;0;0;0;0;1;0;1;1;0
130;0.0;0.6666666666666666;0.4047619047619047;0;1;1;0;0;0;0;1;1;0;0;1
130;1.0;0.0;0.0714285714285714;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.3333333333333333;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;1;0
130;0.0;0.0;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;0.5;0.3333333333333333;0.0476190476190476;1;0;1;0;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;1.0;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;0;1;1;0
130;1.0;0.6666666666666666;0.3095238095238095;0;1;0;0;1;0;0;1;0;1;0;1
130;0.5;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;1;0;1;0
130;0.5;0.0;0.8333333333333334;0;1;1;0;0;0;0;1;1;0;1;0
130;0.0;0.6666666666666666;0.0238095238095238;1;0;1;0;0;0;0;1;0;1;1;0
130;0.5;0.6666666666666666;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;0.0;0.7619047619047619;0;1;1;0;0;0;0;1;1;0;1;0
130;0.5;0.3333333333333333;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;0.3333333333333333;0.4761904761904761;0;1;1;0;0;0;0;1;0;1;0;1
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;1.0;0.6666666666666666;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;0.5;0.0;0.1904761904761904;0;1;1;0;0;0;0;1;0;1;0;1
130;1.0;0.0;0.0952380952380952;1;0;1;0;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;1.0;0.0714285714285714;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.3333333333333333;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
130;1.0;0.3333333333333333;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.0;0.119047619047619;0;1;0;0;1;0;0;1;1;0;0;1
130;0.0;0.3333333333333333;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;0;1;1;0
130;0.5;0.3333333333333333;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;0.5;0.0;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.6666666666666666;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;0.5;0.3333333333333333;0.8333333333333334;0;1;1;0;0;0;0;1;0;1;1;0
130;0.5;0.0;0.0714285714285714;1;0;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.0238095238095238;1;0;0;0;1;0;0;1;1;0;1;0
130;0.0;0.0;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;1.0;0.0;0.1666666666666666;0;1;1;0;0;0;0;1;0;1;0;1
130;0.5;0.0;0.0714285714285714;1;0;1;0;0;0;0;1;0;1;1;0
130;0.0;0.3333333333333333;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.0;0.0952380952380952;1;0;1;0;0;0;0;1;0;1;1;0
130;0.0;0.0;0.1;1;0;1;0;0;0;0;1;1;0;0;1
130;0.0;0.0;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;1.0;0.0;0.1428571428571428;0;1;1;0;0;0;0;1;0;1;0;1
130;0.5;0.6666666666666666;0.0714285714285714;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;1;0;1;0
130;1.0;0.0;0.0238095238095238;1;0;1;0;0;0;0;1;0;1;1;0
130;0.5;0.6666666666666666;0.0952380952380952;1;0;1;0;0;0;0;1;1;0;0;1
130;0.5;0.0;0.0476190476190476;1;0;0;0;1;1;0;0;1;0;1;0
130;1.0;0.3333333333333333;0.0;1;0;0;1;0;0;0;1;0;1;1;0
130;0.0;0.6666666666666666;0.0476190476190476;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.6666666666666666;0.2142857142857142;0;1;1;0;0;0;0;1;0;1;0;1
130;0.5;0.0;0.0714285714285714;1;0;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.238095238095238;0;1;1;0;0;0;0;1;0;1;0;1
130;0.5;0.0;0.1428571428571428;0;1;1;0;0;0;0;1;0;1;1;0
130;0.0;0.6666666666666666;0.8333333333333334;0;1;0;0;1;0;0;1;0;1;1;0
130;1.0;0.3333333333333333;0.119047619047619;0;1;1;0;0;0;1;0;0;1;0;1
130;0.5;0.0;0.0714285714285714;1;0;1;0;0;0;0;1;1;0;1;0
130;1.0;0.0;0.1666666666666666;0;1;0;0;1;0;0;1;1;0;0;1
130;1.0;0.3333333333333333;0.0952380952380952;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;0.3333333333333333;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
130;1.0;0.0;0.1666666666666666;0;1;1;0;0;0;0;1;1;0;1;0
130;0.5;1.0;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;1;0
130;0.5;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
130;0.5;0.0;0.0;1;0;0;1;0;0;0;1;1;0;1;0
134;1.0;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;1;0;1;0
134;0.5;0.3333333333333333;0.0238095238095238;1;0;0;0;1;0;0;1;0;1;1;0
134;0.5;0.0;0.0714285714285714;1;0;0;0;1;0;0;1;0;1;1;0
134;0.5;0.0;0.0714285714285714;1;0;0;0;1;0;0;1;1;0;0;1
134;0.5;0.6666666666666666;0.0476190476190476;1;0;1;0;0;0;0;1;1;0;1;0
134;0.5;0.6666666666666666;0.0;1;0;0;1;0;0;0;1;1;0;1;0
134;0.0;0.3333333333333333;0.1428571428571428;0;1;1;0;0;0;0;1;1;0;1;0
134;0.0;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;1;0
134;0.5;0.0;75.0;1;0;1;0;0;0;0;1;1;0;0;1
134;0.5;0.0;0.2619047619047619;0;1;1;0;0;0;0;1;0;1;0;1
134;1.0;0.6666666666666666;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;1;0
134;0.5;1.0;0.0238095238095238;1;0;1;0;0;0;0;1;0;1;1;0
134;0.0;0.0;0.0476190476190476;1;0;1;0;0;0;0;1;0;1;1;0
134;1.0;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;0;1;1;0
134;0.0;0.0;0.0476190476190476;1;0;0;0;1;0;0;1;1;0;0;1
134;0.5;0.0;0.0;1;0;0;1;0;0;0;1;1;0;1;0
134;0.0;0.3333333333333333;0.0238095238095238;1;0;0;0;1;0;0;1;1;0;1;0
134;0.5;0.3333333333333333;0.5238095238095238;0;1;0;0;1;0;0;1;0;1;1;0
134;0.0;0.6666666666666666;0.0714285714285714;1;0;1;0;0;0;0;1;0;1;1;0
